framework,repository,forks,stargazers,watchers,openedIssues,closedIssues,commits,openedPullRequests,closedPullRequests,updatedAt,projects,lifetime,lifetime per commit
Android,googlesamples/android-AutofillFramework,247,429,429,0,13,29,0,0,2020-05-04 07:19:24,0,1141,39.3448275862069
Android,googlesamples/android-play-location,2443,2023,2023,133,98,116,17,40,2020-05-05 22:53:50,0,2031,17.50862068965517
Android,googlesamples/google-services,2468,2567,2567,79,367,640,1,91,2020-05-06 10:33:59,0,1862,2.909375
Android,googlesamples/easypermissions,1312,8386,8386,7,290,177,1,106,2020-05-06 11:00:31,0,1601,9.045197740112995
Android,googlesamples/android-testing,2913,7275,7275,75,240,291,16,134,2020-05-06 13:57:48,0,1966,6.756013745704467
Android,googlesamples/android-Camera2Basic,1437,2584,2584,0,162,31,0,30,2020-05-06 09:14:45,0,2140,69.03225806451613
Android,googlesamples/android-credentials,198,207,207,0,40,27,0,13,2020-05-05 20:32:01,0,1804,66.81481481481481
Android,googlesamples/android-EmojiCompat,141,699,699,0,11,6,0,5,2020-04-26 09:44:55,0,1084,180.66666666666666
Android,googlesamples/android-instant-apps,295,848,848,0,56,51,0,11,2020-04-21 17:32:53,0,1084,21.254901960784313
Android,googlesamples/android-nearby,328,485,485,0,44,47,0,15,2020-05-02 17:35:56,0,1894,40.297872340425535
Android,googlesamples/android-AppUsageStatistics,100,292,292,12,4,21,4,1,2020-05-02 06:50:28,0,1968,93.71428571428571
Android,googlesamples/android-custom-lint-rules,97,510,510,6,19,30,0,12,2020-04-26 07:28:14,0,1763,58.766666666666666
Android,googlesamples/android-play-billing,1052,1384,1384,29,277,145,2,50,2020-05-05 19:52:17,0,1712,11.806896551724138
Android,googlesamples/android-vision,1760,2785,2785,312,142,77,16,27,2020-05-04 19:56:00,0,1793,23.285714285714285
Android,googlesamples/android-ads,293,239,239,0,15,50,0,3,2020-05-05 11:44:29,0,1855,37.1
Android,googlesamples/android-SpeedTracker,88,136,136,0,11,37,0,6,2020-02-16 11:33:49,0,2021,54.62162162162162
Android,googlesamples/android-BluetoothLeGatt,604,881,881,0,26,26,0,16,2020-05-04 01:48:11,0,2072,79.6923076923077
Android,googlesamples/android-Camera2Raw,177,376,376,0,24,18,0,6,2020-04-05 08:54:21,0,1804,100.22222222222223
Android,googlesamples/android-WifiRttScan,29,67,67,0,2,2,0,1,2020-02-16 15:11:43,0,617,308.5
Android,googlesamples/android-ActionBarCompat-ShareActionProvider,160,115,115,0,5,20,0,2,2020-03-17 03:03:27,0,2072,103.6
Android,googlesamples/android-testdpc,179,338,338,55,48,952,4,4,2020-05-03 16:02:46,0,1890,1.9852941176470589
Android,googlesamples/android-PictureInPicture,336,1409,1409,0,6,7,0,1,2020-04-28 09:28:17,0,1141,163.0
Android,googlesamples/android-ActivitySceneTransitionBasic,130,377,377,0,13,28,0,4,2020-05-02 16:11:36,0,2027,72.39285714285714
Android,googlesamples/android-Camera2Video,555,1149,1149,0,101,30,0,11,2020-05-03 08:13:17,0,2140,71.33333333333333
Android,googlesamples/android-Notifications,116,222,222,0,7,13,0,1,2020-04-30 16:57:40,0,1314,101.07692307692308
Android,googlesamples/android-BasicAccessibility,67,133,133,0,13,26,0,7,2020-02-16 11:02:25,0,2072,79.6923076923077
Android,googlesamples/android-XYZTouristAttractions,183,377,377,0,12,28,0,4,2020-04-20 03:11:12,0,1863,66.53571428571429
Android,googlesamples/android-WearVerifyRemoteApp,30,37,37,0,5,17,0,2,2020-01-27 13:02:00,0,1239,72.88235294117646
Android,googlesamples/android-WearSpeakerSample,34,45,45,0,4,19,0,1,2020-01-07 06:32:16,0,1630,85.78947368421052
Android,googlesamples/android-WearHighBandwidthNetworking,18,17,17,0,1,13,0,1,2019-09-18 22:31:46,0,1239,95.3076923076923
Android,googlesamples/android-WearDrawers,24,36,36,0,1,16,0,1,2019-09-18 22:33:20,0,1448,90.5
Android,googlesamples/android-WearComplicationProvidersTestSuite,13,19,19,0,1,11,0,1,2020-04-20 15:21:07,0,1084,98.54545454545455
Android,googlesamples/android-WearAccessibilityApp,4,3,3,0,3,9,0,1,2019-09-18 22:32:51,0,869,96.55555555555556
Android,googlesamples/android-WatchFace,158,305,305,0,25,35,0,8,2020-04-20 15:21:04,0,1973,56.371428571428574
Android,googlesamples/android-RuntimePermissionsWear,20,12,12,0,2,25,0,1,2019-09-18 22:33:34,0,1631,65.24
Android,googlesamples/android-JumpingJack,22,40,40,0,3,35,0,1,2019-09-18 22:32:34,0,2021,57.74285714285714
Android,googlesamples/android-DataLayer,36,61,61,0,7,37,0,3,2019-09-18 22:34:19,0,2021,54.62162162162162
Android,googlesamples/android-AlwaysOn,27,40,40,0,2,26,0,1,2019-11-07 13:30:40,0,1811,69.65384615384616
Android,googlesamples/android-MediaEffects,61,104,104,0,3,25,0,1,2020-02-16 15:13:22,0,2041,81.64
Android,googlesamples/android-DirectBoot,85,175,175,0,10,17,0,4,2020-05-03 12:50:32,0,1518,89.29411764705883
Android,googlesamples/leanback-showcase,212,597,597,0,86,46,0,31,2020-04-29 02:30:38,0,1455,31.630434782608695
Android,googlesamples/android-MessagingService,147,227,227,0,6,30,0,2,2020-05-05 05:57:50,0,1995,66.5
Android,googlesamples/androidtv-sample-inputs,197,365,365,28,21,216,6,1,2020-04-26 09:10:51,0,1993,9.226851851851851
Android,googlesamples/leanback-homescreen-channels,16,26,26,0,1,12,0,1,2020-04-16 17:27:10,0,960,80.0
Android,googlesamples/android-play-publisher-api,242,392,392,35,25,15,2,7,2020-04-24 03:57:02,0,2120,141.33333333333334
Android,googlesamples/androidtv-Leanback,448,1127,1127,0,154,273,0,51,2020-04-29 02:35:13,0,2147,7.864468864468864
Android,googlesamples/android-BluetoothChat,660,957,957,0,18,26,0,13,2020-05-03 12:21:07,0,2041,78.5
Android,googlesamples/android-MediaRecorder,185,296,296,0,18,40,0,7,2020-03-06 01:23:35,0,2072,51.8
Android,googlesamples/android-fit,403,379,379,0,53,57,0,9,2020-03-17 16:34:45,0,2106,36.94736842105263
Android,googlesamples/android-DisplayingBitmaps,123,280,280,0,10,26,0,3,2020-04-12 14:22:30,0,2072,79.6923076923077
Android,googlesamples/android-testing-templates,299,1877,1877,8,29,28,4,13,2020-04-28 09:11:26,0,1737,62.035714285714285
Android,googlesamples/android-ActivityInstrumentation,42,52,52,0,2,25,0,2,2019-12-18 09:28:30,0,2072,82.88
Android,googlesamples/chromeos-android-draganddrop-demo,2,3,3,0,0,12,0,0,2019-09-18 17:44:39,0,864,72.0
Android,googlesamples/android-BasicRenderScript,43,69,69,0,7,26,0,2,2020-02-27 02:36:15,0,2072,79.6923076923077
Android,googlesamples/android-TensorFlowCloudMachineLearningEngineStylizer,6,12,12,0,0,2,0,0,2020-05-03 14:54:22,0,987,493.5
Android,googlesamples/android-CustomChoiceList,49,55,55,0,6,25,0,1,2019-11-09 02:56:58,0,2072,82.88
Android,googlesamples/android-WatchViewStub,31,47,47,0,2,28,0,0,2019-10-09 17:21:11,0,2021,72.17857142857143
Android,googlesamples/android-Timer,55,80,80,0,0,28,0,0,2020-02-16 12:45:52,0,2021,72.17857142857143
Android,googlesamples/android-TextSwitcher,61,145,145,0,0,25,0,0,2020-05-05 13:36:00,0,2072,82.88
Android,googlesamples/android-TextLinkify,51,171,171,0,0,25,0,0,2020-04-12 14:22:32,0,2072,82.88
Android,googlesamples/android-SynchronizedNotifications,60,97,97,0,0,29,0,0,2020-02-16 10:32:16,0,2041,70.37931034482759
Android,googlesamples/android-SwipeRefreshMultipleViews,87,258,258,0,1,25,0,1,2020-03-02 14:26:07,0,2072,82.88
Android,googlesamples/android-SwipeRefreshListFragment,91,174,174,0,2,25,0,1,2020-04-12 02:15:47,0,2072,82.88
Android,googlesamples/android-SwipeRefreshLayoutBasic,57,86,86,0,0,25,0,0,2020-03-01 06:02:32,0,2072,82.88
Android,googlesamples/android-StorageProvider,54,91,91,0,6,27,0,1,2020-03-06 15:06:24,0,2072,76.74074074074075
Android,googlesamples/android-StorageClient,36,66,66,0,0,25,0,0,2020-04-21 06:50:50,0,2072,82.88
Android,googlesamples/android-SlidingTabsColors,62,156,156,0,2,25,0,0,2020-02-16 10:28:23,0,2072,82.88
Android,googlesamples/android-SlidingTabsBasic,107,221,221,0,9,27,0,4,2020-05-05 11:10:32,0,2072,76.74074074074075
Android,googlesamples/android-SkeletonWearableApp,33,50,50,0,4,28,0,2,2020-01-30 18:02:21,0,2021,72.17857142857143
Android,googlesamples/android-ShareActionProvider,9,16,16,0,2,6,0,0,2020-03-12 08:37:38,0,1181,196.83333333333334
Android,googlesamples/android-ScreenCapture,281,983,983,0,13,25,0,2,2020-05-05 05:05:14,0,1968,78.72
Android,googlesamples/android-ScopedDirectoryAccess,64,118,118,0,4,14,0,2,2020-05-03 12:32:22,0,1518,108.42857142857143
Android,googlesamples/android-RuntimePermissions,436,1281,1281,0,24,17,0,13,2020-05-06 10:36:03,0,1804,106.11764705882354
Android,googlesamples/android-RevealEffectBasic,47,169,169,0,2,27,0,1,2020-03-03 14:54:19,0,2080,77.03703703703704
Android,googlesamples/android-RepeatingAlarm,89,127,127,0,3,25,0,1,2020-04-16 01:08:01,0,2072,82.88
Android,googlesamples/android-RenderScriptIntrinsic,22,69,69,0,3,26,0,2,2020-02-16 10:32:07,0,2072,79.6923076923077
Android,googlesamples/android-RecyclerView,412,689,689,0,13,26,0,7,2020-04-27 07:48:08,0,2041,78.5
Android,googlesamples/android-RecipeAssistant,35,31,31,0,0,28,0,0,2019-12-18 00:57:10,0,2021,72.17857142857143
Android,googlesamples/android-Quiz,60,50,50,0,0,29,0,0,2020-05-01 03:48:01,0,2021,69.6896551724138
Android,googlesamples/android-PermissionRequest,45,81,81,3,0,21,0,0,2020-05-03 14:54:12,0,1968,93.71428571428571
Android,googlesamples/android-PdfRendererBasic,157,528,528,0,26,26,0,3,2020-05-05 22:54:54,0,2080,80.0
Android,googlesamples/android-NotificationChannels,185,358,358,0,22,6,0,9,2020-05-04 11:38:37,0,1141,190.16666666666666
Android,googlesamples/android-NfcProvisioning,67,135,135,0,6,20,0,1,2020-03-17 00:51:40,0,1863,93.15
Android,googlesamples/android-NetworkConnect,136,149,149,0,4,26,0,1,2020-04-05 15:10:32,0,2072,79.6923076923077
Android,googlesamples/android-NavigationDrawer,185,281,281,0,13,27,0,6,2020-03-16 19:45:35,0,2140,79.25925925925925
Android,googlesamples/android-MultiWindowPlayground,165,416,416,0,6,10,0,3,2020-04-12 01:58:58,0,1518,151.8
Android,googlesamples/android-MidiSynth,29,75,75,0,0,13,0,0,2020-02-16 11:53:23,0,1705,131.15384615384616
Android,googlesamples/android-MidiScope,26,28,28,0,1,13,0,0,2019-09-26 07:57:42,0,1705,131.15384615384616
Android,googlesamples/android-MediaRouter,23,46,46,0,0,25,0,0,2019-09-24 18:21:43,0,2072,82.88
Android,googlesamples/android-MediaBrowserService,173,421,421,0,11,27,0,1,2020-05-05 16:40:20,0,1995,73.88888888888889
Android,googlesamples/android-LNotifications,46,59,59,0,3,26,0,0,2019-10-04 22:37:40,0,2041,78.5
Android,googlesamples/android-JobScheduler,297,757,757,0,13,27,0,1,2020-05-06 02:20:57,0,2140,79.25925925925925
Android,googlesamples/android-Interpolator,40,93,93,0,7,26,0,3,2020-02-16 11:32:21,0,2027,77.96153846153847
Android,googlesamples/android-ImmersiveMode,32,65,65,0,0,25,0,0,2020-01-11 13:29:02,0,2072,82.88
Android,googlesamples/android-HorizontalPaging,34,73,73,0,0,26,0,0,2020-02-21 17:46:30,0,2072,79.6923076923077
Android,googlesamples/android-HdrViewfinder,48,118,118,0,6,25,0,0,2020-02-17 10:12:33,0,2027,81.08
Android,googlesamples/android-GridViewPager,40,59,59,0,2,28,0,1,2020-03-14 18:57:40,0,2021,72.17857142857143
Android,googlesamples/android-Geofencing,103,92,92,0,11,29,0,2,2020-02-16 14:59:37,0,2021,69.6896551724138
Android,googlesamples/android-FloatingActionButtonBasic,70,195,195,0,4,26,0,0,2020-04-15 23:32:14,0,2080,80.0
Android,googlesamples/android-Flashlight,37,30,30,0,0,28,0,0,2019-09-26 17:24:39,0,2021,72.17857142857143
Android,googlesamples/android-FingerprintDialog,507,1376,1376,0,59,26,0,8,2020-05-05 10:15:43,0,1804,69.38461538461539
Android,googlesamples/android-FindMyPhone,47,48,48,0,2,29,0,0,2019-09-30 07:52:52,0,2021,69.6896551724138
Android,googlesamples/android-ElizaChat,23,32,32,0,1,28,0,0,2019-09-26 17:17:16,0,2021,72.17857142857143
Android,googlesamples/android-ElevationDrag,37,102,102,0,2,26,0,1,2020-02-16 13:47:25,0,2140,82.3076923076923
Android,googlesamples/android-ElevationBasic,28,62,62,0,2,26,0,1,2019-09-11 23:52:32,0,2140,82.3076923076923
Android,googlesamples/android-DrawableTinting,21,54,54,0,1,25,0,0,2019-09-18 20:57:28,0,2041,81.64
Android,googlesamples/android-DragAndDropAcrossApps,15,39,39,0,0,5,0,0,2020-01-22 11:56:42,0,1181,236.2
Android,googlesamples/android-DownloadableFonts,107,319,319,0,6,6,0,1,2020-03-24 08:59:16,0,1084,180.66666666666666
Android,googlesamples/android-DoneBar,28,58,58,0,0,26,0,0,2019-10-18 16:12:51,0,2072,79.6923076923077
Android,googlesamples/android-DocumentCentricRelinquishIdentity,10,11,11,0,0,24,0,0,2019-10-04 18:03:49,0,2027,84.45833333333333
Android,googlesamples/android-DocumentCentricApps,28,54,54,0,1,25,0,0,2020-04-21 07:07:27,0,2027,81.08
Android,googlesamples/android-DirectShare,44,105,105,0,6,13,0,0,2020-04-12 02:07:45,0,1705,131.15384615384616
Android,googlesamples/android-DirectorySelection,50,112,112,0,9,23,0,1,2020-05-03 07:39:08,0,1968,85.56521739130434
Android,googlesamples/android-DeviceOwner,62,135,135,0,7,19,0,1,2020-04-24 16:09:21,0,1863,98.05263157894737
Android,googlesamples/android-DelayedConfirmation,15,8,8,0,3,29,0,0,2019-10-18 16:09:17,0,2021,69.6896551724138
Android,googlesamples/android-CustomTransition,55,111,111,0,4,27,0,3,2020-02-16 15:56:53,0,2072,76.74074074074075
Android,googlesamples/android-CustomNotifications,76,122,122,0,2,25,0,1,2020-02-16 13:54:37,0,2072,82.88
Android,googlesamples/android-ContentProviderPaging,10,28,28,0,1,6,0,0,2019-10-18 10:09:14,0,1141,190.16666666666666
Android,googlesamples/android-ConfirmCredential,73,238,238,0,6,17,0,3,2020-03-16 06:59:32,0,1804,106.11764705882354
Android,googlesamples/android-CommitContentSampleIME,27,61,61,0,2,8,0,1,2020-05-03 15:52:38,0,1294,161.75
Android,googlesamples/android-CommitContentSampleApp,16,32,32,0,1,8,0,1,2020-03-10 06:52:40,0,1294,161.75
Android,googlesamples/android-ClippingBasic,25,99,99,0,1,26,0,1,2020-02-16 15:02:05,0,2140,82.3076923076923
Android,googlesamples/android-CardView,210,274,274,0,6,27,0,3,2020-04-24 08:29:38,0,2041,75.5925925925926
Android,googlesamples/android-CardReader,71,101,101,0,3,25,0,1,2020-04-12 02:17:21,0,2072,82.88
Android,googlesamples/android-CardEmulation,81,141,141,0,12,25,0,0,2020-03-01 04:18:24,0,2072,82.88
Android,googlesamples/android-BorderlessButtons,53,45,45,0,3,25,0,1,2019-12-05 02:16:12,0,2072,82.88
Android,googlesamples/android-BluetoothAdvertisements,124,241,241,0,6,18,0,3,2020-05-05 07:15:03,0,1811,100.61111111111111
Android,googlesamples/android-BeamLargeFiles,33,70,70,0,0,19,0,0,2020-03-26 08:52:10,0,1863,98.05263157894737
Android,googlesamples/android-BatchStepSensor,45,130,130,0,2,26,0,1,2020-04-21 17:32:20,0,2072,79.6923076923077
Android,googlesamples/android-BasicTransition,43,109,109,0,3,27,0,2,2020-02-16 15:02:59,0,2072,76.74074074074075
Android,googlesamples/android-BasicSyncAdapter,125,239,239,0,14,27,0,5,2020-04-17 03:08:35,0,2072,76.74074074074075
Android,googlesamples/android-BasicNotifications,76,95,95,3,5,25,3,1,2020-04-24 06:59:15,0,2072,82.88
Android,googlesamples/android-BasicNetworking,81,102,102,0,1,25,0,0,2020-04-24 06:59:16,0,2072,82.88
Android,googlesamples/android-BasicMultitouch,30,32,32,0,1,25,0,0,2020-03-25 00:53:28,0,2072,82.88
Android,googlesamples/android-BasicMediaRouter,26,39,39,0,0,25,0,0,2020-03-19 07:40:49,0,2072,82.88
Android,googlesamples/android-BasicMediaDecoder,68,143,143,0,1,26,0,0,2020-03-19 07:36:46,0,2072,79.6923076923077
Android,googlesamples/android-BasicManagedProfile,71,115,115,0,9,26,0,4,2020-04-24 12:11:02,0,2140,82.3076923076923
Android,googlesamples/android-BasicImmersiveMode,19,24,24,0,0,25,0,0,2019-09-11 23:50:42,0,2072,82.88
Android,googlesamples/android-BasicGestureDetect,69,59,59,0,0,25,0,0,2020-03-19 14:49:48,0,2072,82.88
Android,googlesamples/android-BasicContactables,31,47,47,0,1,27,0,1,2019-11-06 22:15:56,0,2072,76.74074074074075
Android,googlesamples/android-BasicAndroidKeyStore,54,180,180,0,5,26,0,1,2020-04-16 17:01:18,0,2072,79.6923076923077
Android,googlesamples/android-AutoBackupForApps,27,71,71,0,3,16,0,2,2020-04-14 04:12:37,0,1804,112.75
Android,googlesamples/android-AsymmetricFingerprintDialog,90,240,240,0,12,22,0,4,2020-04-10 03:04:07,0,1671,75.95454545454545
Android,googlesamples/android-AppShortcuts,174,246,246,0,20,8,0,16,2020-03-16 12:35:31,0,1294,161.75
Android,googlesamples/android-AppRestrictionSchema,22,40,40,0,1,27,0,0,2019-09-30 10:29:45,0,2027,75.07407407407408
Android,googlesamples/android-AppRestrictions,23,19,19,0,1,26,0,0,2019-12-13 08:09:10,0,2072,79.6923076923077
Android,googlesamples/android-AppRestrictionEnforcer,32,33,33,0,3,26,0,0,2020-02-24 11:33:58,0,1995,76.73076923076923
Android,googlesamples/android-AdvancedImmersiveMode,32,69,69,0,0,25,0,0,2020-03-30 08:41:00,0,2072,82.88
Android,googlesamples/android-ActiveNotifications,92,222,222,0,11,18,0,4,2020-05-03 12:31:51,0,1804,100.22222222222223
Android,googlesamples/android-ActionBarCompat-Styled,49,51,51,0,1,25,0,0,2019-11-08 09:20:40,0,2072,82.88
Android,googlesamples/android-ActionBarCompat-ListPopupMenu,42,61,61,0,0,26,0,0,2019-10-18 16:15:39,0,2072,79.6923076923077
Android,googlesamples/android-ActionBarCompat-Basic,39,54,54,0,0,26,0,0,2019-10-18 16:11:32,0,2072,79.6923076923077
Android,googlesamples/android-key-attestation,16,49,49,1,3,21,1,3,2020-05-03 01:26:43,0,1238,58.95238095238095
Android,googlesamples/android-play-places,635,484,484,0,75,25,0,6,2020-04-30 00:15:03,0,1937,77.48
Android,googlesamples/android-AccelerometerPlay,75,112,112,0,5,2,0,3,2020-05-03 05:08:08,0,1347,673.5
Android,googlesamples/android-play-awareness,22,44,44,0,4,4,0,1,2019-10-08 16:28:06,0,1420,355.0
Android,googlesamples/leanback-assistant,25,58,58,0,1,7,0,0,2020-04-21 16:31:19,0,980,140.0
Android,googlesamples/android-play-safetynet,86,167,167,16,9,20,4,4,2020-05-04 06:30:14,0,1358,67.9
Android,googlesamples/account-transfer-api,10,17,17,0,0,3,0,0,2019-09-18 20:56:08,0,999,333.0
Android,googlesamples/android-SimpleMediaPlayer,101,184,184,0,0,4,0,0,2020-04-12 16:16:11,0,992,248.0
Android,googlesamples/android-fido,35,76,76,0,5,19,0,5,2020-02-24 11:34:00,0,1007,53.0
Android,googlesamples/android-WearStandaloneGoogleSignIn,10,16,16,0,4,6,0,1,2019-09-18 22:34:46,0,1240,206.66666666666666
Android,googlesamples/android-WearOAuth,8,8,8,0,5,8,0,2,2019-09-18 22:35:00,0,1244,155.5
Android,googlesamples/android-unsplash,73,438,438,0,13,37,0,5,2020-04-21 17:32:42,0,1463,39.54054054054054
Android,googlesamples/android-codelab-watchface,32,64,64,0,4,2,0,1,2019-12-31 03:51:03,0,1890,945.0
Android,googlesamples/android-OurStreets,47,353,353,0,4,10,0,1,2020-04-25 19:21:50,0,1475,147.5
Android,googlesamples/android-WearCompanionLibrary,19,43,43,0,10,12,0,4,2020-04-06 10:08:57,0,1645,137.08333333333334
Android,googlesamples/android-gcmnetworkmanager,38,46,46,1,4,8,0,2,2019-06-06 22:07:26,0,1604,200.5
Android,googlesamples/identity-toolkit-android,39,46,46,0,23,31,0,7,2019-10-04 18:08:41,0,2118,68.3225806451613
Android,googlesamples/android-WclDemoSample,13,12,12,0,1,3,0,0,2019-10-23 18:39:03,0,1645,548.3333333333334
Android,googlesamples/attendee-checkin,16,31,31,0,0,4,0,0,2019-12-28 17:14:08,0,1839,459.75
Android,googlesamples/android-play-games-in-motion,47,154,154,1,1,6,0,0,2020-04-03 04:39:04,0,1852,308.6666666666667
Android,googlesamples/androidtv-daydream,16,22,22,0,0,4,0,0,2020-04-13 12:36:48,0,1813,453.25
Android,googlesamples/androidtv-VisualGameController,19,36,36,0,1,3,0,0,2020-03-18 08:32:37,0,2153,717.6666666666666
Android,googlesamples/androidtv-GameController,24,27,27,0,0,10,0,0,2019-09-19 23:19:07,0,2181,218.1
Android,googlesamples/android-google-accounts,31,56,56,0,1,12,0,0,2019-10-04 18:05:50,0,2063,171.91666666666666
