framework,projeto,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,?,numberOfJavaFiles
Android,exallium/RxRecyclerView,18,18,19,16,99,1,86,8,0,0,0,0,31,2,9,81,0,82,82,29,84,0,2,6,8,68,0,1389,173,693,310,307,529,0,0,0,353,492,284,208,0,0,0,0,0,55,50,58,23,0,0,17,0,0,0,17,766,129,122,133,88,17
Android,torryharris/Skycons,53,52,55,28,437,82,318,36,0,0,0,0,45,0,7,134,0,134,134,225,134,0,0,21,15,98,0,3911,976,2614,700,1809,407,0,0,0,1772,2108,661,1447,0,0,0,0,0,205,202,221,55,0,0,34,0,0,0,0,664,369,351,399,161,28
Android,chentao0707/SettingView,34,34,34,15,250,27,207,8,0,0,0,0,39,0,2,154,0,161,161,122,161,0,3,27,6,125,0,2602,454,2085,619,1261,93,0,0,0,1168,1578,615,963,0,0,0,0,0,141,137,143,17,0,0,30,0,0,0,0,60,397,393,399,156,15
Android,alt236/Bluetooth-LE-Library---Android,120,89,122,75,843,43,743,33,0,0,0,0,97,54,563,374,0,371,327,153,381,0,6,42,11,322,0,6111,874,4504,1970,2709,745,0,0,0,2971,3579,1852,1727,0,0,0,0,0,218,148,225,108,0,0,40,0,0,0,4,969,621,528,636,426,77
Android,yazhidev/Practice,62,52,63,42,445,27,360,40,0,0,0,0,69,6,4,242,0,242,236,204,242,0,0,44,49,149,0,4068,534,2909,1093,1634,630,0,0,0,1826,2266,1069,1197,0,0,0,0,0,151,125,161,58,0,0,42,0,0,0,0,727,438,408,454,263,42
Android,qkxyjren/LikeView,13,13,14,13,110,5,84,18,0,0,0,0,27,1,23,118,0,120,119,95,120,0,2,30,5,83,0,1682,198,1191,459,635,302,0,0,0,724,911,439,472,0,0,0,0,0,40,36,44,13,0,0,8,0,0,0,3,422,182,173,190,118,14
Android,toddway/ListOfThings,55,55,57,51,249,1,240,1,0,0,0,0,84,35,6,291,0,330,284,102,319,0,47,25,17,230,0,2913,553,2156,1020,832,217,0,0,0,1101,1552,957,595,0,0,0,0,0,99,99,116,58,0,0,35,0,0,0,1,718,395,395,418,303,58
Android,hongyangAndroid/android-percent-support-extend,12,12,12,10,89,4,75,5,0,0,0,0,26,13,13,85,0,85,73,38,86,0,1,17,12,56,0,1723,226,1177,369,552,321,0,0,0,494,692,316,376,0,0,0,0,0,32,32,34,11,0,0,11,0,0,0,0,693,184,181,192,86,16
Android,jacek-marchwicki/JavaWebsocketClient,50,50,50,47,309,4,262,28,0,0,0,0,129,12,3,307,0,323,313,90,325,0,13,22,1,289,0,4147,623,2515,1091,1133,1013,0,0,0,1106,1544,932,612,0,0,0,0,0,90,90,99,74,0,0,19,0,0,0,33,2050,377,377,387,337,50
Android,codeka/wwmmo,486,482,517,319,3237,158,2709,238,0,0,0,0,496,132,245,1946,0,2006,1794,999,1926,0,119,268,113,1426,0,33814,4799,25026,9064,14135,4163,0,0,0,12637,16987,8453,8534,0,0,0,0,0,1173,1164,1318,590,0,0,431,0,0,0,85,4812,4002,3934,4303,2435,285
Android,sphinx02/AppStarter,37,37,45,25,430,25,329,59,0,0,0,0,84,30,16,240,0,248,220,92,250,0,3,23,8,216,0,4866,654,3429,1027,1618,797,0,0,0,1596,2107,1045,1062,0,0,0,0,0,123,123,153,53,0,0,55,0,0,0,0,632,476,468,523,268,25
Android,sockeqwe/mosby,377,377,381,338,2456,176,1987,196,0,0,0,0,665,69,181,2386,0,2615,2459,748,2528,0,204,149,263,1912,0,34510,5596,19767,8602,8803,9221,0,0,0,10584,14180,8122,6058,0,0,0,0,0,765,758,814,443,0,0,226,0,0,0,243,15771,3253,3243,3352,2528,416
Android,D-clock/AndroidStudyCode,29,29,29,18,210,18,163,28,0,0,0,0,27,5,15,84,0,82,79,30,84,0,0,25,12,47,0,1555,243,1086,492,604,244,0,0,0,665,845,466,379,0,0,0,0,0,65,65,65,22,0,0,17,0,0,0,0,454,163,163,165,88,18
Android,milaptank/SpannableTextView,5,5,6,5,81,8,64,6,0,0,0,0,8,0,3,62,0,63,63,41,63,0,1,4,1,57,0,818,139,510,181,275,170,0,0,0,273,360,180,180,0,0,0,0,0,14,14,14,5,0,0,2,0,0,0,0,101,77,77,78,62,6
Android,senzhk/ADBKeyBoard,7,7,7,1,25,3,22,0,0,0,0,0,2,0,0,3,0,3,3,6,3,0,0,0,0,3,0,104,14,90,39,55,0,0,0,0,47,70,37,33,0,0,0,0,0,17,17,17,1,0,0,3,0,0,0,0,0,21,21,21,3,1
Android,brianwernick/ExoMedia,56,54,61,43,342,22,227,69,0,0,0,0,113,23,38,909,0,1022,1005,246,1028,0,111,14,94,809,0,11814,1747,6734,2985,2685,3338,0,0,0,3104,4550,2338,2212,0,0,0,0,0,167,147,209,84,0,0,48,0,0,0,80,2476,1403,1376,1515,984,56
Android,seatgeek/android-PlacesAutocompleteTextView,110,105,111,70,344,19,313,6,0,0,0,0,76,6,25,267,0,280,286,155,292,0,48,15,15,214,0,4290,639,3296,1300,1790,358,0,0,0,1790,2327,1068,1259,0,0,0,0,0,264,223,271,133,0,0,40,0,0,0,4,660,675,582,689,358,57
Android,manmal/hn-android,98,95,111,73,537,41,456,33,0,0,0,0,105,66,85,382,0,384,328,180,394,0,6,48,43,297,0,5160,891,4037,1695,2068,259,0,0,0,2145,2899,1504,1395,0,0,0,0,0,190,182,222,116,0,0,65,0,0,0,1,330,704,685,780,458,55
Android,codesoup/android-cubic-bezier-interpolator,1,1,1,1,5,0,5,0,0,0,0,0,1,0,0,8,0,8,8,5,8,0,0,2,2,4,0,71,11,57,20,28,3,0,0,0,32,45,20,25,0,0,0,0,0,3,3,5,3,0,0,2,0,0,0,0,5,12,12,14,10,1
Android,anzaizai/EasyRefreshLayout,23,22,25,21,142,7,123,5,0,0,0,0,53,15,17,186,0,194,185,106,200,0,14,40,9,137,0,2569,459,1827,661,950,289,0,0,0,1040,1373,653,720,0,0,0,0,0,70,58,85,32,0,0,18,0,0,0,6,439,330,311,378,206,23
Android,jshvarts/OfflineSampleApp,28,28,29,27,118,4,107,1,0,0,0,0,38,8,11,106,0,119,101,39,109,0,29,8,6,66,0,1196,265,880,517,251,55,0,0,0,460,603,439,164,0,0,0,0,0,39,39,42,29,0,0,12,0,0,0,0,195,121,121,124,108,35
Android,tokudu/AndroidPushNotificationsDemo,4,4,4,3,31,2,25,1,0,0,0,0,7,4,23,42,0,42,38,12,42,0,0,17,2,23,0,667,103,451,170,264,114,0,0,0,259,336,159,177,0,0,0,0,0,9,9,9,3,0,0,4,0,0,0,0,40,77,77,82,42,3
Android,ShawnLin013/NumberPicker,4,4,4,3,52,5,32,13,0,0,0,0,18,4,46,202,0,205,201,117,205,0,3,53,18,131,0,3554,444,2141,651,1319,976,0,0,0,1127,1549,602,947,0,0,0,0,0,29,28,48,15,0,0,8,0,0,0,0,149,424,412,465,249,3
Android,florina-muntenescu/MVPvsMVVM,8,8,8,8,34,2,31,0,0,0,0,0,11,0,0,27,0,31,31,15,31,0,4,8,6,13,0,344,90,239,151,53,15,0,0,0,128,166,118,48,0,0,0,0,0,8,8,8,8,0,0,0,0,0,0,0,157,27,27,27,27,11
Android,NikoYuwono/ToolbarPanel,7,7,7,6,30,0,27,0,0,0,0,0,10,0,5,35,0,38,38,14,38,0,4,2,4,28,0,502,81,344,144,167,79,0,0,0,178,249,129,120,0,0,0,0,0,12,12,13,8,0,0,3,0,0,0,3,169,64,63,70,37,7
Android,tyczj/MapNavigator,9,8,9,5,41,3,32,3,0,0,0,0,9,0,0,48,0,45,49,44,49,0,0,7,2,40,0,626,129,448,172,226,50,0,0,0,236,338,173,165,0,0,0,0,0,42,42,43,7,0,0,16,0,0,0,0,31,103,99,104,50,5
Android,penglu20/Bigbang,326,316,354,212,2190,73,1867,172,0,0,0,0,682,343,567,2559,0,2648,2306,1286,2649,0,144,402,176,1927,0,43829,5828,30018,10061,18065,8181,0,0,0,16970,22534,10050,12484,0,0,0,0,0,1119,1054,1248,528,0,0,358,0,0,0,40,4443,5419,5276,5864,3149,232
Android,MiEcosystem/NewXmPluginSDK,221,187,226,156,1324,47,1126,101,0,0,0,0,619,82,473,1891,0,2442,2370,889,2452,0,177,160,63,2052,0,31334,4470,19842,6907,11179,7113,0,0,0,10112,13842,6561,7281,0,0,0,0,0,627,537,705,344,0,0,202,0,0,0,63,3467,3648,3467,3900,2296,176
Android,xxxyanchenxxx/QqDecrpt,23,23,24,13,99,5,92,1,0,0,0,0,11,9,15,20,0,20,11,4,20,0,0,5,1,14,0,491,70,390,118,231,31,0,0,0,193,279,119,160,0,0,0,0,0,33,33,36,21,0,0,10,0,0,0,0,230,80,80,90,44,9
Android,frostwire/frostwire,1868,1825,2090,1322,11265,97,8944,1931,0,0,0,0,2462,2570,2818,14542,0,15321,12305,4632,14875,0,2394,3126,750,8605,0,238936,22493,144746,49928,81584,73125,0,0,0,75290,106333,46708,59625,0,0,0,0,0,5818,5470,6875,2945,0,0,1985,0,0,0,815,52407,30477,29827,34069,18545,1361
Android,gowong/material-sheet-fab,26,25,26,23,168,4,123,29,0,0,0,0,55,20,33,236,0,258,242,66,262,0,20,30,28,184,0,2879,457,1822,751,847,600,0,0,0,837,1201,664,537,0,0,0,0,0,62,58,69,31,0,0,19,0,0,0,6,716,346,338,359,244,24
Android,kaelaela/OpenGraphView,28,28,30,23,125,1,124,0,0,0,0,0,27,4,4,96,0,97,95,56,99,0,6,15,6,72,0,1101,142,949,363,498,12,0,0,0,529,706,357,349,0,0,0,0,0,51,51,57,33,0,0,16,0,0,0,0,90,170,170,185,114,18
Android,blazsolar/HorizontalPicker,3,3,3,2,16,2,14,0,0,0,0,0,10,0,15,83,0,85,85,45,85,0,11,26,14,34,0,1369,295,957,305,578,122,0,0,0,516,702,283,419,0,0,0,0,0,25,22,29,8,0,0,4,0,0,0,0,76,194,179,219,100,2
Android,omkarmoghe/Pokemap,51,47,55,38,307,20,265,13,0,0,0,0,100,17,57,328,0,363,346,129,363,0,38,43,10,272,0,4590,814,3306,1339,1712,493,0,0,0,1760,2352,1302,1050,0,0,0,0,0,121,117,137,56,0,0,35,0,0,0,3,590,561,552,604,352,42
Android,nshmura/RecyclerTabLayout,23,21,23,21,202,12,183,0,0,0,0,0,40,12,12,139,0,137,127,75,139,0,1,4,19,115,0,2025,348,1635,701,861,47,0,0,0,864,1086,630,456,0,0,0,0,0,49,41,53,23,0,0,15,0,0,0,0,167,205,195,213,143,22
Android,CoXier/LowPoly,7,7,7,6,59,1,53,5,0,0,0,0,6,2,0,6,0,7,5,0,7,0,0,0,1,6,0,137,20,97,56,40,20,0,0,0,68,81,53,28,0,0,0,0,0,7,7,7,6,0,0,1,0,0,0,0,161,7,7,7,6,6
Android,AppLozic/Applozic-Android-SDK,555,551,639,319,3043,155,2618,175,0,0,0,0,819,338,975,4666,0,4800,4514,2358,4852,0,228,190,220,4214,0,63947,9431,50465,17105,28473,4186,0,0,0,26243,36411,16317,20094,0,0,0,0,0,1937,1908,2366,752,0,0,546,0,0,0,3,4361,10026,9941,11565,5596,322
Android,maksim88/PasswordEditText,3,2,3,2,14,0,12,1,0,0,0,0,5,0,4,25,0,25,25,16,25,0,0,6,2,17,0,334,63,240,91,123,31,0,0,0,131,174,84,90,0,0,0,0,0,11,10,12,2,0,0,4,0,0,0,0,14,48,47,49,25,2
Android,HITGIF/TextFieldBoxes,10,10,11,10,62,5,50,3,0,0,0,0,21,4,0,133,0,134,130,66,134,0,4,8,27,95,0,1875,341,1233,376,739,305,0,0,0,692,906,364,542,0,0,0,0,0,29,29,31,10,0,0,9,0,0,0,1,294,218,218,235,133,11
Android,payatu/diva-android,28,27,28,20,208,12,177,12,0,0,0,0,22,0,14,49,0,51,51,5,51,0,0,1,17,33,0,1538,143,755,372,351,642,0,0,0,445,555,338,217,0,0,0,0,0,52,51,55,20,0,0,18,0,0,0,14,976,95,91,98,49,21
Android,requery/sqlite-android,60,51,64,40,538,11,374,136,0,0,0,0,116,116,151,675,0,771,657,212,773,0,72,168,24,509,0,14840,1597,8443,2811,4938,4897,0,0,0,4270,5854,2322,3532,0,0,0,0,0,195,176,211,88,0,0,69,0,0,0,32,1417,1391,1365,1481,765,38
Android,uber/rave,164,164,170,125,826,0,719,89,0,0,0,0,203,50,110,743,0,758,706,254,756,0,105,115,55,481,0,11450,1376,7981,3782,3628,2113,0,0,0,4090,5581,3084,2497,0,0,0,0,0,337,337,354,186,0,0,100,0,0,0,55,2801,1236,1235,1324,875,148
Android,JakeWharton/SwipeToDismissNOA,6,5,6,4,65,3,52,7,0,0,0,0,16,0,0,23,0,25,25,30,25,0,2,2,1,20,0,712,72,437,133,282,206,0,0,0,255,314,145,169,0,0,0,0,0,33,29,38,18,0,0,4,0,0,0,0,134,57,53,62,38,3
Android,JorenSix/TarsosDSP,398,397,426,232,3243,200,2407,554,0,0,0,0,509,194,155,1803,0,1832,1652,1029,1846,0,58,251,49,1488,0,45206,5517,26936,9240,17699,13107,0,0,0,18659,22934,9769,13165,0,0,0,0,0,1114,1114,1247,328,0,0,390,0,0,0,746,8870,4079,4054,4336,1981,250
Android,tarek360/RichPath,38,33,40,23,249,19,201,22,0,0,0,0,32,57,10,260,0,265,208,87,265,0,32,34,6,193,0,3367,616,2432,807,1451,341,0,0,0,1297,1745,798,947,0,0,0,0,0,118,77,137,36,0,0,28,0,0,0,1,507,473,423,504,291,23
Android,MOLO17/CustomizableCalendar,36,25,36,20,126,3,113,4,0,0,0,0,41,3,1,198,0,246,237,92,240,0,51,21,1,167,0,2224,428,1631,803,609,165,0,0,0,860,1177,708,469,0,0,0,0,0,69,58,76,25,0,0,23,0,0,0,1,811,295,283,309,203,33
Android,quiqueqs/BabushkaText,2,2,2,2,77,4,64,8,0,0,0,0,5,0,2,29,0,29,29,21,29,0,0,2,1,26,0,585,65,318,93,204,202,0,0,0,156,201,96,105,0,0,0,0,0,7,7,7,2,0,0,1,0,0,0,0,111,38,38,39,29,2
Android,Beseting/PhotoBrowse,10,9,10,9,74,2,61,12,0,0,0,0,17,7,7,29,0,29,22,11,29,0,0,2,2,25,0,469,65,328,153,163,87,0,0,0,205,248,147,101,0,0,0,0,0,16,13,16,9,0,0,0,0,0,0,0,366,36,33,36,29,10
Android,markzhai/init,19,19,20,17,136,2,97,29,0,0,0,0,27,38,36,113,0,119,81,36,119,0,6,3,10,100,0,1613,222,915,342,457,476,0,0,0,431,654,342,312,0,0,0,0,0,53,53,55,26,0,0,24,0,0,0,10,760,193,193,195,129,19
Android,47deg/appsly-android-rest,83,82,86,52,413,7,356,39,0,0,0,0,112,55,49,408,0,446,395,167,450,0,44,68,20,318,0,7590,1077,4244,1705,2126,2337,0,0,0,2151,3030,1536,1494,0,0,0,0,0,213,205,234,105,0,0,71,0,0,0,57,3650,822,812,885,518,74
Android,LuckyJayce/GuideHelper,7,7,7,4,47,3,40,3,0,0,0,0,13,11,4,48,0,48,37,24,48,0,0,3,2,43,0,787,109,597,186,368,81,0,0,0,343,455,189,266,0,0,0,0,0,47,39,50,10,0,0,7,0,0,0,0,55,110,102,119,58,4
Android,consenlabs/token-core-android,123,122,131,92,825,44,735,13,0,0,0,0,105,142,167,698,0,712,573,159,715,0,41,79,5,590,0,9990,1798,7803,3342,4455,399,0,0,0,4609,5900,3133,2767,0,0,0,0,0,307,306,337,167,0,0,116,0,0,0,1,781,1198,1189,1262,812,97
Android,Xiaofei-it/Hermes,88,79,91,58,412,3,396,3,0,0,0,0,121,65,78,302,0,325,260,77,325,0,23,33,25,244,0,5067,734,3311,1278,1706,1025,0,0,0,1712,2384,1252,1132,0,0,0,0,0,189,177,203,100,0,0,69,0,0,0,22,2240,587,575,618,384,67
Android,orhanobut/bee,22,22,22,21,126,9,109,2,0,0,0,0,47,15,11,140,0,149,134,43,149,0,26,20,1,102,0,1536,343,1105,549,455,89,0,0,0,615,828,530,298,0,0,0,0,0,41,38,41,30,0,0,10,0,0,0,0,266,174,171,178,152,27
Android,omadahealth/CircularBarPager,14,14,18,9,83,2,62,14,0,0,0,0,16,1,26,106,0,104,105,61,106,0,1,7,11,87,0,1859,243,928,340,513,690,0,0,0,549,719,333,386,0,0,0,0,0,38,35,44,11,0,0,15,0,0,0,2,518,167,163,180,110,9
Android,MartinRGB/GiftCard-Android,2,2,2,2,20,3,16,0,0,0,0,0,33,0,93,24,0,24,24,16,24,0,1,0,1,22,0,469,74,374,188,260,21,0,0,0,254,294,199,95,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,81,24,24,24,24,4
