framework,projeto,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,?,numberOfJavaFiles
Android,koral--/android-gif-drawable,46,45,48,38,268,3,210,46,0,0,0,0,66,62,16,429,0,477,417,117,479,0,103,69,10,297,0,5330,673,3163,1376,1294,1503,0,0,0,1548,2219,1171,1048,0,0,0,0,0,102,102,114,57,0,0,41,0,0,0,15,1125,616,609,650,462,43
Android,easymock/easymock,232,231,243,196,1456,87,1191,121,0,0,0,0,333,260,111,1648,0,1857,1559,297,1819,0,230,159,33,1397,0,25657,3695,14566,5366,7399,7453,0,0,0,7534,10276,4383,5893,0,0,0,0,0,451,448,492,281,0,0,141,0,0,0,131,8374,2452,2449,2529,1804,207
Android,fornana/swipeitemlayout,39,36,49,20,213,23,172,12,0,0,0,0,48,6,9,272,0,264,266,144,272,0,59,7,36,170,0,4750,844,3649,1207,2332,291,0,0,0,2032,2749,1084,1665,0,0,0,0,0,199,175,257,77,0,0,34,0,0,0,0,185,802,725,991,468,14
Android,fossasia/open-event-orga-app,366,361,376,347,2161,131,1900,39,0,0,0,0,566,193,301,3704,0,4141,3020,1821,3213,0,460,227,130,2396,0,41757,8656,32542,16724,14080,631,0,0,0,18692,22822,13688,9134,0,0,0,0,0,723,688,803,437,0,0,249,0,0,0,1,897,4562,4516,4704,3817,496
Android,vector-im/riot-android,333,322,373,191,2664,233,1946,357,0,0,0,0,1100,280,683,3836,0,3972,3694,1281,3974,0,242,762,151,2819,0,72255,11046,46340,13300,28558,14978,0,0,0,22789,31851,13545,18306,0,0,0,0,0,1413,1357,1670,498,0,0,460,0,0,0,14,7026,9035,8839,10155,4481,176
Android,dlazaro66/QRCodeReaderView,22,22,24,15,136,6,117,9,0,0,0,0,20,11,14,103,0,100,93,51,104,0,13,10,6,75,0,1727,247,1188,437,660,298,0,0,0,617,840,401,439,0,0,0,0,0,54,53,59,26,0,0,19,0,0,0,3,278,219,213,242,127,13
Android,iamMehedi/Secured-Preference-Store,17,17,18,10,99,7,71,18,0,0,0,0,21,19,23,130,0,132,111,64,130,0,47,5,6,72,0,2141,360,1456,567,812,329,0,0,0,782,1081,538,543,0,0,0,0,0,55,55,67,33,0,0,16,0,0,0,1,231,301,300,337,172,11
Android,slymax/webview,3,3,4,2,23,3,16,3,0,0,0,0,2,0,0,3,0,3,3,1,3,0,0,0,1,2,0,69,15,46,26,16,8,0,0,0,26,33,21,12,0,0,0,0,0,4,4,5,2,0,0,2,0,0,0,0,29,5,5,6,3,2
Android,WellingtonCosta/convalida,77,77,90,63,505,24,473,0,0,0,0,0,89,69,63,315,0,380,311,94,380,0,79,70,3,228,0,6043,1077,4699,2006,2666,268,0,0,0,1914,2553,1503,1050,0,0,0,0,0,183,170,217,131,0,0,42,0,0,0,0,1202,572,559,650,400,81
Android,chariotsolutions/phonegap-nfc,9,9,9,4,56,4,45,0,0,0,0,0,8,17,49,109,0,109,78,19,95,0,17,66,0,12,0,1610,290,1221,379,821,115,0,0,0,694,941,383,558,0,0,0,0,0,54,54,54,33,0,0,14,0,0,0,0,33,272,272,276,162,4
Android,xiangtailiang/FakeGPS,30,29,31,20,167,4,160,1,0,0,0,0,34,46,27,169,0,177,131,62,177,0,8,20,8,141,0,2076,371,1633,615,834,72,0,0,0,880,1198,583,615,0,0,0,0,0,81,72,86,27,0,0,35,0,0,0,0,245,302,291,314,176,22
Android,Cleveroad/FireworkyPullToRefresh,34,34,35,27,194,5,166,19,0,0,0,0,56,8,25,319,0,329,323,183,331,0,105,46,12,168,0,3628,571,2548,969,1277,521,0,0,0,1380,1884,933,951,0,0,0,0,0,81,77,90,48,0,0,25,0,0,0,2,276,480,472,508,353,28
Android,razerdp/FriendCircle,254,250,272,206,1323,29,1178,69,0,0,0,0,525,273,206,2492,0,2631,2382,958,2655,0,203,298,146,2008,0,29500,4803,21083,7949,10565,3685,0,0,0,10855,15266,7484,7782,0,0,0,0,0,725,694,799,388,0,0,270,0,0,0,28,5155,4245,4171,4487,2842,229
Android,aliumujib/Nibo,75,75,76,65,468,21,393,30,0,0,0,0,183,19,39,798,0,921,910,353,929,0,133,78,52,666,0,9709,1882,6786,2837,3159,1058,0,0,0,3429,4751,2543,2208,0,0,0,0,0,199,196,219,97,0,0,66,0,0,0,6,1551,1237,1226,1309,878,79
Android,traex/RippleEffect,6,6,6,6,42,1,36,1,0,0,0,0,19,0,0,66,0,66,68,38,68,0,2,4,2,60,0,857,120,579,199,271,158,0,0,0,294,393,189,204,0,0,0,0,0,19,19,21,8,0,0,6,0,0,0,0,223,91,91,96,68,7
Android,tianzhijiexian/DBinding,55,51,60,42,306,17,258,28,0,0,0,0,58,39,17,153,0,161,115,37,154,0,10,15,25,104,0,2375,434,1592,738,699,370,0,0,0,808,1101,680,421,0,0,0,0,0,91,82,100,57,0,0,34,0,0,0,9,1256,252,243,265,179,47
Android,gzsll/WebViewJavascriptBridge,11,11,11,8,46,1,44,0,0,0,0,0,24,10,10,50,0,53,43,14,53,0,3,12,1,37,0,626,106,491,161,255,30,0,0,0,211,333,163,170,0,0,0,0,0,23,23,23,12,0,0,8,0,0,0,0,242,105,105,109,56,10
Android,amilcar-sr/JustifiedTextView,6,6,6,5,31,2,23,5,0,0,0,0,6,0,4,20,0,20,20,9,20,0,0,7,3,10,0,341,68,184,77,86,89,0,0,0,96,139,78,61,0,0,0,0,0,8,8,10,5,0,0,3,0,0,0,0,149,34,34,38,20,5
Android,dingjibang/GDX-RPG,162,162,166,130,704,53,560,51,0,0,0,0,187,133,151,1407,0,1364,1216,660,1349,0,5,61,41,1242,0,13073,2528,8723,3328,4241,1858,0,0,0,4739,6868,3254,3614,0,0,0,0,0,362,353,396,166,0,0,110,0,0,0,16,3804,2103,2091,2186,1486,146
Android,ihsanbal/Wiv,4,4,5,4,33,1,30,1,0,0,0,0,10,1,8,49,0,50,49,21,50,0,14,4,14,18,0,568,84,468,169,260,20,0,0,0,252,336,156,180,0,0,0,0,0,13,11,13,4,0,0,6,0,0,0,0,29,81,75,89,49,4
Android,florent37/ExpectAnim,74,72,77,60,398,18,362,4,0,0,0,0,75,47,1,289,0,303,256,119,303,0,17,16,13,257,0,3415,732,2487,1101,1015,198,0,0,0,1146,1656,980,676,0,0,0,0,0,135,127,143,66,0,0,47,0,0,0,0,1007,440,432,450,308,62
Android,motianhuo/VCameraDemo,132,126,147,71,799,36,629,101,0,0,0,0,142,272,197,880,0,944,680,402,952,0,12,71,56,813,0,14472,1874,10241,3209,6054,2459,0,0,0,5150,7317,2951,4366,0,0,0,0,0,431,396,500,196,0,0,164,0,0,0,5,1699,2210,2113,2494,1169,70
Android,prcaen/external-resources,42,40,45,30,228,20,194,6,0,0,0,0,47,35,87,345,0,366,331,104,366,0,22,19,15,310,0,3980,757,2876,1121,1455,355,0,0,0,1577,2121,1053,1068,0,0,0,0,0,91,80,131,48,0,0,27,0,0,0,2,155,517,499,576,391,33
Android,lichao315/Calendar,10,6,11,4,52,0,42,9,0,0,0,0,19,6,59,53,0,53,47,45,53,0,0,10,0,43,0,1054,122,723,285,479,284,0,0,0,449,571,282,289,0,0,0,0,0,46,35,55,14,0,0,9,0,0,0,0,228,119,107,136,69,6
Android,Catrobat/Catroid,1625,1563,1713,1329,11296,1000,9937,13,0,0,0,0,2020,670,2030,9704,0,9888,9310,4102,9980,0,467,1174,546,7793,0,170709,26743,113923,51076,58928,30169,0,0,0,66707,83318,45116,38202,0,0,0,0,0,3944,3455,4265,2198,0,0,1117,0,0,0,404,49602,15810,14978,16608,11090,1341
Android,ksvc/KSYLive_Android,256,234,274,180,1537,56,1317,101,0,0,0,0,379,62,284,1433,0,1445,1389,1108,1451,0,31,182,214,1024,0,25467,3331,18777,5839,11724,3533,0,0,0,9150,11862,5346,6516,0,0,0,0,0,674,556,754,281,0,0,161,0,0,0,12,5149,2749,2516,2915,1554,180
Android,makovkastar/FloatingActionButton,12,12,13,9,56,0,55,0,0,0,0,0,28,2,6,118,0,127,125,33,127,0,9,22,3,93,0,1152,187,949,401,447,16,0,0,0,459,652,360,292,0,0,0,0,0,28,28,31,12,0,0,13,0,0,0,0,20,176,176,182,121,10
Android,ValuesFeng/AndroidPicturePicker,33,32,35,28,190,5,170,8,0,0,0,0,53,38,48,252,0,256,220,84,258,0,15,21,12,210,0,2996,418,2130,898,1007,466,0,0,0,1138,1546,859,687,0,0,0,0,0,84,82,92,51,0,0,35,0,0,0,1,702,378,376,395,284,28
Android,MichaelEvans/Aftermath,12,12,12,6,107,4,98,2,0,0,0,0,11,5,13,37,0,41,36,16,41,0,6,8,3,24,0,678,109,556,251,280,15,0,0,0,279,367,220,147,0,0,0,0,0,27,27,29,13,0,0,12,0,0,0,0,54,74,74,78,44,9
Android,vlonjatg/progress-activity,9,8,9,8,67,5,57,0,0,0,0,0,10,0,0,144,0,161,161,164,161,0,0,50,2,109,0,2082,444,1619,563,906,19,0,0,0,951,1168,470,698,0,0,0,0,0,29,22,29,8,0,0,10,0,0,0,0,81,235,208,247,144,9
Android,ragdroid/Dahaka,45,44,45,41,189,4,171,7,0,0,0,0,108,22,1,286,0,329,302,133,324,0,50,11,12,251,0,3180,849,2114,1262,506,220,0,0,0,1065,1473,1069,404,0,0,0,0,0,58,56,59,43,0,0,9,0,0,0,1,1341,307,305,308,288,64
Android,maxiee/HeartBeat,125,125,127,92,846,31,779,9,0,0,0,0,198,154,226,687,0,700,548,359,702,0,22,99,72,509,0,10368,1438,8333,3374,4733,641,0,0,0,4802,6167,3233,2934,0,0,0,0,0,308,304,337,150,0,0,106,0,0,0,0,1309,1220,1207,1272,775,102
Android,openid/AppAuth-Android,104,104,107,89,766,26,591,111,0,0,0,0,146,162,420,1113,0,1127,953,326,1115,0,71,129,21,894,0,19960,2670,12427,5722,6448,4905,0,0,0,5712,7391,3999,3392,0,0,0,0,0,221,221,244,142,0,0,72,0,0,0,159,3124,1540,1538,1594,1222,94
Android,benniaobuguai/android-dynamic-action,62,60,65,39,429,45,346,25,0,0,0,0,63,77,47,269,0,275,200,93,277,0,0,27,22,228,0,4134,792,2615,1077,1341,735,0,0,0,1457,1959,1036,923,0,0,0,0,0,135,127,142,52,0,0,47,0,0,0,5,766,465,456,488,292,45
Android,k0shk0sh/PermissionHelper,24,24,24,18,116,0,107,5,0,0,0,0,33,34,15,248,0,272,238,65,272,0,17,20,28,207,0,2890,396,2166,714,1131,355,0,0,0,1090,1579,726,853,0,0,0,0,0,74,69,81,40,0,0,27,0,0,0,5,251,462,456,483,301,22
Android,grantland/android-autofittextview,5,5,5,4,36,2,24,7,0,0,0,0,8,7,4,65,0,66,59,19,66,0,0,12,0,54,0,882,128,521,191,265,235,0,0,0,250,365,176,189,0,0,0,0,0,18,18,18,10,0,0,6,0,0,0,1,71,107,107,111,73,4
Android,linglongxin24/WelcomeVideoPager,9,9,9,7,53,1,40,11,0,0,0,0,11,0,0,32,0,34,34,13,34,0,0,4,11,19,0,455,68,289,133,116,104,0,0,0,156,210,115,95,0,0,0,0,0,17,17,17,7,0,0,5,0,0,0,0,272,45,45,45,32,7
Android,ManuelPeinado/ImageLayout,12,10,12,9,63,0,61,0,0,0,0,0,10,3,5,55,0,55,52,24,55,0,3,24,14,14,0,891,100,589,240,333,202,0,0,0,344,452,224,228,0,0,0,0,0,29,24,30,13,0,0,5,0,0,0,2,441,111,97,118,59,9
Android,colintheshots/AnDevCon-RxPatterns,25,25,26,24,203,8,175,5,0,0,0,0,130,9,20,256,0,268,226,120,235,0,23,21,28,163,0,3214,509,2378,939,1203,346,0,0,0,1102,1469,873,596,0,0,0,0,0,47,47,52,26,0,0,19,0,0,0,11,527,330,330,340,259,27
Android,HomHomLin/SlidingLayout,10,10,11,8,53,0,49,2,0,0,0,0,17,1,13,57,0,60,59,16,60,0,0,3,7,50,0,754,119,560,189,298,80,0,0,0,265,381,175,206,0,0,0,0,0,30,24,34,17,0,0,6,0,0,0,0,140,114,104,129,72,8
Android,ryanlijianchang/Recyclerview-Gallery,16,15,16,13,140,14,86,36,0,0,0,0,27,12,10,95,0,98,86,31,98,0,7,12,9,70,0,1399,242,837,339,433,320,0,0,0,446,605,322,283,0,0,0,0,0,30,29,37,15,0,0,8,0,0,0,0,595,150,146,159,97,13
Android,tekinarslan/AndroidMaterialDesignToolbar,18,13,18,10,113,8,95,5,0,0,0,0,18,3,11,75,0,78,74,53,77,0,7,6,13,51,0,1289,222,929,385,514,142,0,0,0,561,704,347,357,0,0,0,0,0,52,40,60,15,0,0,14,0,0,0,0,133,150,137,164,80,11
Android,nanchen2251/CoordinatorAppBarDemo,12,12,13,11,97,6,72,15,0,0,0,0,20,5,13,87,0,90,85,67,90,0,2,12,5,71,0,1338,171,855,363,413,327,0,0,0,498,655,337,318,0,0,0,0,0,30,30,34,13,0,0,8,0,0,0,1,291,150,147,165,91,11
Android,Devlight/TintLayout,6,6,6,5,24,1,21,1,0,0,0,0,6,0,5,18,0,18,18,14,18,0,0,1,4,13,0,330,55,206,92,103,69,0,0,0,125,164,84,80,0,0,0,0,0,14,14,22,5,0,0,3,0,0,0,1,190,35,35,44,18,5
Android,glt/ScreenRecorder,4,4,4,3,21,0,19,0,0,0,0,0,6,1,4,23,0,23,22,12,23,0,0,2,4,17,0,276,45,230,93,113,1,0,0,0,129,168,84,84,0,0,0,0,0,8,8,9,6,0,0,5,0,0,0,0,5,36,36,39,26,3
Android,lessthanoptimal/BoofCV,6272,6184,6506,3963,48989,6031,36465,5019,0,0,0,0,4764,5758,739,25187,0,26174,19227,11527,24985,0,1413,1972,1387,20213,0,591146,92692,360684,139098,227679,139327,0,0,0,233976,295008,137855,157153,0,0,0,0,0,13568,13227,14572,6520,0,0,4707,0,0,0,1982,152662,60031,58995,62574,32420,3533
Android,wongzy/BetterWay,75,73,76,63,472,2,386,74,0,0,0,0,147,34,74,548,0,591,565,224,599,0,70,62,12,455,0,6787,762,4944,2372,2241,1113,0,0,0,2754,3561,2149,1412,0,0,0,0,0,151,141,156,78,0,0,47,0,0,0,25,2601,743,724,755,563,78
Android,kiwi-bop/flutter_crashlytics,7,7,7,5,41,3,36,0,0,0,0,0,5,4,0,15,0,15,11,2,15,0,4,2,2,7,0,228,38,189,69,103,1,0,0,0,101,140,65,75,0,0,0,0,0,21,18,22,7,0,0,5,0,0,0,0,1,36,33,37,17,5
Android,skydoves/PowerMenu,16,16,16,15,94,2,77,10,0,0,0,0,40,10,2,275,0,293,287,114,297,0,22,10,17,248,0,3198,384,1911,706,949,903,0,0,0,869,1272,600,672,0,0,0,0,0,57,57,59,15,0,0,11,0,0,0,22,807,385,385,393,275,21
Android,android-hacker/VirtualXposed,628,604,686,395,3162,55,2893,127,0,0,0,0,1432,493,1440,3732,0,3872,3262,1042,3755,0,213,454,245,2843,0,57187,8099,44029,17638,22134,5160,0,0,0,22266,31532,15882,15650,0,0,0,0,0,1728,1660,1913,871,0,0,587,0,0,0,55,7316,7992,7851,8533,4892,538
Android,LaiFeng-Android/SopCastComponent,148,134,152,111,801,17,715,51,0,0,0,0,216,106,233,879,0,934,848,471,954,0,81,100,53,720,0,12300,1534,8753,3283,4795,2073,0,0,0,4791,6404,3102,3302,0,0,0,0,0,367,337,397,174,0,0,123,0,0,0,38,3073,1521,1481,1596,996,110
Android,aporter/coursera-android,422,419,436,350,3902,655,2794,307,0,0,0,0,650,22,513,1752,0,1770,1748,838,1770,0,77,231,245,1217,0,28791,5793,20371,8820,10512,2687,0,0,0,10877,14153,7659,6494,0,0,0,0,0,787,754,841,411,0,0,286,0,0,0,4,3997,2916,2855,3093,1884,356
Android,shardul/Android,33,33,35,15,247,46,197,0,0,0,0,0,19,0,22,84,0,87,87,45,87,0,3,10,8,66,0,1657,394,1259,523,775,4,0,0,0,718,923,479,444,0,0,0,0,0,81,81,84,27,0,0,31,0,0,0,0,3,186,186,190,97,15
Android,WrBug/DeveloperHelper,186,180,198,142,1049,17,830,171,0,0,0,0,191,65,164,914,0,979,924,383,989,0,183,173,78,555,0,16965,2111,9372,3777,4641,5606,0,0,0,4702,6603,3332,3271,0,0,0,0,0,479,462,523,269,0,0,158,0,0,0,150,6548,1783,1736,1909,1167,148
Android,limpoxe/Android-ServiceManager,40,39,42,27,231,15,202,7,0,0,0,0,32,27,27,63,0,69,42,9,69,0,4,5,2,58,0,1167,214,855,334,462,99,0,0,0,454,619,329,290,0,0,0,0,0,78,77,85,48,0,0,32,0,0,0,0,433,149,148,156,96,22
Android,wrapp-archive/floatlabelededittext,5,5,5,4,28,2,21,5,0,0,0,0,6,2,2,23,0,23,21,3,23,0,0,6,1,16,0,287,56,219,82,115,14,0,0,0,119,160,81,79,0,0,0,0,0,11,11,13,5,0,0,5,0,0,0,0,48,42,42,45,25,3
Android,emotionsense/SensorManager,216,186,224,134,1234,27,1154,28,0,0,0,0,151,58,261,622,0,662,606,181,664,0,0,58,159,447,0,10826,1602,7249,2445,2627,1993,0,0,0,2945,4204,2401,1803,0,0,0,0,0,436,370,461,175,0,0,180,0,0,0,31,3815,1140,1052,1179,685,132
Android,zaihuishou/ExpandableRecyclerview,14,13,15,10,83,1,63,17,0,0,0,0,19,0,0,76,0,89,89,31,89,0,7,8,7,67,0,1256,172,771,316,373,313,0,0,0,391,564,291,273,0,0,0,0,0,30,30,36,18,0,0,16,0,0,0,5,289,162,160,190,84,13
Android,jiangzehui/MD,53,48,58,36,377,26,285,51,0,0,0,0,118,31,39,492,0,525,494,273,525,0,33,44,15,433,0,6596,1108,4825,1699,2568,682,0,0,0,2568,3507,1598,1909,0,0,0,0,0,172,155,200,54,0,0,57,0,0,0,4,623,929,868,1002,527,39
Android,linsea/UniversalVideoView,9,9,12,6,50,1,44,2,0,0,0,0,28,0,26,132,0,149,151,87,151,0,23,24,5,99,0,2008,274,1464,410,863,294,0,0,0,736,1048,381,667,0,0,0,0,0,47,47,61,19,0,0,14,0,0,0,0,151,316,306,372,149,6
