framework,path,A,M,D,total_actions,java,properties,jar,xml,bat,md,adoc,yaml,txt,sh,yml,cmd,kt,json,others,build.gradle,pom.xml,travis.yml,AndroidManifest.xml,readme.md
google,googlesamples/android-AutofillFramework,14295,7223,1241,22759,795,36,1310,2986,2,24,0,2,57,0,2,0,91,980,17069,44,0,0,39,0
google,googlesamples/android-play-location,385,420,80,885,128,66,19,229,25,51,0,10,0,0,0,0,61,0,390,173,0,0,39,0
google,googlesamples/google-services,708,1386,451,2545,164,90,45,211,27,91,0,7,2,10,2,0,0,51,1961,382,0,0,32,0
google,googlesamples/easypermissions,79,439,15,533,251,26,13,42,4,51,0,0,0,0,0,0,0,0,149,88,0,0,11,0
google,googlesamples/android-testing,613,1467,51,2131,245,142,29,411,27,119,0,2,1,7,9,0,14,0,1333,819,0,0,131,0
google,googlesamples/android-Camera2Basic,88,88,6,182,20,13,2,59,2,25,0,6,2,0,0,0,9,0,72,28,0,0,8,0
google,googlesamples/android-credentials,109,42,0,151,30,9,4,37,4,9,0,0,0,1,0,0,0,0,57,18,0,0,4,0
google,googlesamples/android-EmojiCompat,62,27,1,90,7,8,2,15,2,8,0,2,0,0,0,0,7,0,39,15,0,0,3,0
google,googlesamples/android-instant-apps,607,581,331,1519,113,93,19,386,18,61,0,16,0,8,0,0,42,12,802,445,0,0,130,0
google,googlesamples/android-nearby,198,97,54,349,66,16,7,95,6,17,0,0,0,0,0,0,0,0,151,33,0,0,9,0
google,googlesamples/android-AppUsageStatistics,48,58,3,109,11,9,1,29,1,15,0,3,0,0,0,0,0,0,40,17,0,0,1,0
google,googlesamples/android-custom-lint-rules,51,39,6,96,23,11,7,2,3,12,0,0,0,0,0,0,3,0,39,19,0,0,2,0
google,googlesamples/android-play-billing,517,232,170,919,139,36,10,173,10,34,0,5,0,0,0,0,136,40,458,87,0,0,34,0
google,googlesamples/android-vision,221,141,5,367,127,30,9,82,9,5,0,1,0,0,0,0,0,0,118,57,0,0,22,0
google,googlesamples/android-ads,482,671,139,1292,232,108,14,309,18,66,0,22,0,0,0,0,0,16,632,274,0,0,86,0
google,googlesamples/android-SpeedTracker,93,168,92,353,57,14,3,79,3,24,0,4,0,0,0,0,0,0,169,83,0,0,17,0
google,googlesamples/android-BluetoothLeGatt,44,60,4,108,8,10,1,42,1,21,0,4,0,0,0,0,0,0,45,20,0,0,2,0
google,googlesamples/android-Camera2Raw,44,49,1,94,9,9,1,24,1,15,0,2,0,0,0,0,0,0,33,16,0,0,2,0
google,googlesamples/android-WifiRttScan,59,1,0,60,4,2,1,24,1,3,0,1,0,0,0,0,0,0,24,2,0,0,1,0
google,googlesamples/android-ActionBarCompat-ShareActionProvider,47,48,4,99,10,7,1,42,1,16,0,4,0,0,0,0,0,0,45,15,0,0,4,0
google,googlesamples/android-testdpc,660,1839,94,2593,1590,8,6,833,6,19,0,0,3,1,0,0,0,0,325,182,0,0,63,0
google,googlesamples/android-PictureInPicture,95,65,1,161,12,9,2,54,2,12,0,6,0,0,0,0,12,0,52,18,0,0,4,0
google,googlesamples/android-ActivitySceneTransitionBasic,57,69,56,182,29,11,4,53,2,21,0,6,0,0,0,0,0,0,56,22,0,0,4,0
google,googlesamples/android-Camera2Video,89,74,5,168,11,13,2,53,2,23,0,6,2,0,0,0,7,0,76,27,0,0,4,0
google,googlesamples/android-Notifications,153,95,28,276,62,5,1,53,1,12,0,3,0,0,0,0,0,0,166,28,0,0,7,0
google,googlesamples/android-BasicAccessibility,54,64,4,122,19,10,1,40,1,20,0,4,0,0,0,0,0,0,62,20,0,0,4,0
google,googlesamples/android-XYZTouristAttractions,136,175,135,446,65,12,3,123,3,18,0,5,0,0,0,0,0,0,218,71,0,0,14,0
google,googlesamples/android-WearVerifyRemoteApp,49,45,48,142,12,9,2,42,2,10,0,2,0,0,0,0,0,0,63,28,0,0,5,0
google,googlesamples/android-WearSpeakerSample,38,45,37,120,10,13,2,26,2,13,0,2,0,0,0,0,0,0,52,23,0,0,3,0
google,googlesamples/android-WearHighBandwidthNetworking,35,26,34,95,3,7,2,31,2,9,0,2,0,0,0,0,0,0,39,13,0,0,3,0
google,googlesamples/android-WearDrawers,49,42,48,139,11,8,2,17,2,11,0,2,0,0,0,0,0,0,86,16,0,0,4,0
google,googlesamples/android-WearComplicationProvidersTestSuite,42,18,41,101,16,6,2,27,2,8,0,2,0,0,0,0,0,0,38,11,0,0,2,0
google,googlesamples/android-WearAccessibilityApp,150,58,149,357,112,5,2,180,2,6,0,2,0,0,0,0,0,0,48,8,0,0,3,0
google,googlesamples/android-WatchFace,178,188,177,543,100,14,3,152,3,26,0,4,0,0,0,0,0,0,247,57,0,0,22,0
google,googlesamples/android-RuntimePermissionsWear,114,91,113,318,37,13,2,74,2,14,0,5,0,0,0,0,0,0,211,55,0,0,14,0
google,googlesamples/android-JumpingJack,66,87,65,218,31,14,3,47,3,23,0,4,0,0,0,0,0,0,95,39,0,0,13,0
google,googlesamples/android-DataLayer,77,146,76,299,53,14,3,85,3,23,0,5,0,0,0,0,0,0,116,67,0,0,18,0
google,googlesamples/android-AlwaysOn,24,60,23,107,7,13,2,17,2,16,0,2,0,0,0,0,0,0,48,26,0,0,4,0
google,googlesamples/android-MediaEffects,51,67,4,122,16,10,1,33,2,17,0,3,2,0,0,0,0,0,50,20,0,0,2,0
google,googlesamples/android-DirectBoot,67,46,0,113,20,6,1,24,1,11,0,3,0,0,0,0,0,0,47,12,0,0,5,0
google,googlesamples/leanback-showcase,383,161,17,561,256,15,1,97,1,11,0,1,0,0,0,0,0,20,164,21,0,0,13,0
google,googlesamples/android-MessagingService,47,96,0,143,22,12,1,19,1,23,0,10,0,0,0,0,0,0,55,23,0,0,2,0
google,googlesamples/androidtv-sample-inputs,156,728,36,920,661,4,3,177,1,20,0,1,0,0,0,0,0,0,78,38,0,0,32,0
google,googlesamples/leanback-homescreen-channels,59,20,0,79,45,3,1,19,1,3,0,2,0,0,0,0,0,0,17,5,0,0,2,0
google,googlesamples/android-play-publisher-api,35,6,0,41,12,0,0,0,0,7,0,0,0,0,0,0,0,4,18,0,0,0,0,0
google,googlesamples/androidtv-Leanback,1056,658,64,1778,593,17,1,128,0,25,0,3,0,0,0,0,0,0,1075,75,0,0,30,0
google,googlesamples/android-BluetoothChat,59,64,3,126,16,10,1,32,2,18,0,3,0,0,0,0,0,0,44,20,0,0,2,0
google,googlesamples/android-MediaRecorder,41,82,5,128,13,11,1,43,1,24,0,5,0,0,0,0,0,0,51,22,0,0,4,0
google,googlesamples/android-fit,176,314,5,495,133,37,5,155,5,22,0,8,0,0,0,0,0,0,130,59,0,0,32,0
google,googlesamples/android-DisplayingBitmaps,70,64,4,138,45,10,1,58,1,19,0,4,1,0,0,0,0,0,48,21,0,0,5,0
google,googlesamples/android-testing-templates,100,34,0,134,13,8,2,24,2,16,0,2,0,0,0,0,13,2,52,29,0,0,8,0
google,googlesamples/android-ActivityInstrumentation,44,56,4,104,16,10,1,40,1,18,0,3,0,0,0,0,0,0,42,20,0,0,4,0
google,googlesamples/chromeos-android-draganddrop-demo,43,34,0,77,12,3,1,27,1,4,0,2,0,0,0,0,0,2,25,5,0,0,3,0
google,googlesamples/android-BasicRenderScript,53,70,52,175,15,14,2,69,2,21,0,7,0,0,0,0,0,0,74,22,0,0,10,0
google,googlesamples/android-TensorFlowCloudMachineLearningEngineStylizer,77,0,0,77,7,2,1,10,1,2,0,0,0,0,0,0,0,0,54,2,0,0,1,0
google,googlesamples/android-CustomChoiceList,50,60,4,114,18,10,1,44,1,19,0,4,0,0,0,0,0,0,48,20,0,0,2,0
google,googlesamples/android-WatchViewStub,54,71,26,151,16,10,1,38,1,18,0,4,0,0,0,0,0,0,64,34,0,0,11,0
google,googlesamples/android-Timer,60,69,26,155,22,10,1,36,1,17,0,3,0,0,0,0,0,0,66,34,0,0,10,0
google,googlesamples/android-TextSwitcher,47,57,4,108,14,10,1,44,1,18,0,4,0,0,0,0,0,0,44,20,0,0,2,0
google,googlesamples/android-TextLinkify,47,59,4,110,17,10,1,42,1,19,0,4,0,0,0,0,0,0,44,20,0,0,4,0
google,googlesamples/android-SynchronizedNotifications,64,124,4,192,25,8,1,44,1,18,0,4,0,0,0,0,0,0,95,70,0,0,15,0
google,googlesamples/android-SwipeRefreshMultipleViews,53,60,3,116,30,10,1,47,1,18,0,3,0,0,0,0,0,0,42,20,0,0,5,0
google,googlesamples/android-SwipeRefreshListFragment,55,61,3,119,29,10,3,45,1,19,0,4,0,0,0,0,0,0,44,20,0,0,5,0
google,googlesamples/android-SwipeRefreshLayoutBasic,52,60,3,115,27,11,1,47,1,18,0,3,0,0,0,0,0,0,42,20,0,0,5,0
google,googlesamples/android-StorageProvider,61,70,5,136,26,10,1,45,1,20,0,5,4,0,0,0,0,0,65,21,0,0,2,0
google,googlesamples/android-StorageClient,48,60,3,111,23,10,1,39,1,18,0,4,0,0,0,0,0,0,44,20,0,0,4,0
google,googlesamples/android-SlidingTabsColors,54,61,3,118,27,11,1,44,1,19,0,4,0,0,0,0,0,0,45,20,0,0,4,0
google,googlesamples/android-SlidingTabsBasic,49,67,3,119,32,11,1,43,1,18,0,3,0,0,0,0,0,0,42,20,0,0,5,0
google,googlesamples/android-SkeletonWearableApp,54,71,26,151,19,10,1,34,1,18,0,4,0,0,0,0,0,0,66,34,0,0,10,0
google,googlesamples/android-ShareActionProvider,43,11,0,54,4,3,1,15,1,7,0,2,0,0,0,0,0,0,21,6,0,0,2,0
google,googlesamples/android-ScreenCapture,45,56,2,103,11,9,1,25,1,19,0,2,0,0,0,0,0,0,35,17,0,0,1,0
google,googlesamples/android-ScopedDirectoryAccess,51,45,1,97,7,9,1,31,1,10,0,2,0,0,0,0,0,0,36,12,0,0,5,0
google,googlesamples/android-RuntimePermissions,93,65,24,182,32,16,2,53,2,15,0,4,0,0,0,0,8,0,56,18,0,0,4,0
google,googlesamples/android-RevealEffectBasic,61,67,60,188,33,17,6,63,6,21,0,6,0,0,0,0,0,0,68,22,0,0,7,0
google,googlesamples/android-RepeatingAlarm,44,57,3,104,19,10,1,37,1,18,0,3,0,0,0,0,0,0,42,20,0,0,2,0
google,googlesamples/android-RenderScriptIntrinsic,56,68,55,179,30,11,2,67,2,21,0,7,0,0,0,0,0,0,70,22,0,0,7,0
google,googlesamples/android-RecyclerView,97,73,6,176,16,12,2,55,3,20,0,6,2,0,0,0,10,0,50,22,0,0,3,0
google,googlesamples/android-RecipeAssistant,78,63,5,146,21,10,1,34,1,17,0,3,0,0,0,0,0,4,62,24,0,0,6,0
google,googlesamples/android-Quiz,98,106,13,217,38,10,1,42,1,17,0,3,0,0,0,0,0,1,109,53,0,0,11,0
google,googlesamples/android-PermissionRequest,52,57,2,111,17,9,1,26,1,15,0,2,0,0,0,0,0,0,40,17,0,0,1,0
google,googlesamples/android-PdfRendererBasic,85,66,14,165,8,11,2,53,2,23,0,6,0,0,0,0,3,0,83,23,0,0,6,0
google,googlesamples/android-NotificationChannels,70,16,0,86,2,5,2,28,2,9,0,2,0,0,0,0,2,0,34,11,0,0,2,0
google,googlesamples/android-NfcProvisioning,49,59,2,110,19,9,1,28,1,15,0,2,1,0,0,0,0,0,34,17,0,0,2,0
google,googlesamples/android-NetworkConnect,49,66,11,126,29,10,1,43,1,19,0,5,0,0,0,0,0,0,45,21,0,0,5,0
google,googlesamples/android-NavigationDrawer,126,62,6,194,23,11,2,69,2,21,0,4,2,0,0,0,5,0,105,23,0,0,6,0
google,googlesamples/android-MultiWindowPlayground,80,24,0,104,16,5,2,20,2,11,0,2,0,0,0,0,14,0,32,9,0,0,4,0
google,googlesamples/android-MidiSynth,59,34,0,93,27,9,1,18,1,12,0,1,0,0,0,0,0,0,24,12,0,0,1,0
google,googlesamples/android-MidiScope,68,37,0,105,33,9,1,18,1,12,0,1,0,0,0,0,0,0,30,12,0,0,1,0
google,googlesamples/android-MediaRouter,83,62,5,150,38,11,1,54,1,18,0,3,0,0,0,0,0,0,90,20,0,0,5,0
google,googlesamples/android-MediaBrowserService,111,126,47,284,83,12,1,34,1,21,0,7,0,0,0,0,0,0,126,20,0,0,4,0
google,googlesamples/android-LNotifications,86,68,10,164,16,10,1,36,2,19,0,4,2,0,0,0,0,0,74,22,0,0,4,0
google,googlesamples/android-JobScheduler,276,67,196,539,26,12,2,370,2,22,0,5,3,0,0,0,5,0,123,24,0,0,9,0
google,googlesamples/android-Interpolator,51,61,50,162,23,11,2,47,2,21,0,6,0,0,0,0,0,0,51,21,0,0,5,0
google,googlesamples/android-ImmersiveMode,47,57,3,107,23,10,1,39,1,18,0,3,0,0,0,0,0,0,42,20,0,0,4,0
google,googlesamples/android-HorizontalPaging,42,62,4,108,5,10,1,42,1,19,0,4,0,0,0,0,0,0,47,20,0,0,4,0
google,googlesamples/android-HdrViewfinder,47,68,4,119,12,10,1,30,1,18,0,4,0,0,0,0,0,0,43,20,0,0,2,0
google,googlesamples/android-GridViewPager,71,73,26,170,21,10,1,40,1,17,0,2,0,0,0,0,0,0,80,34,0,0,11,0
google,googlesamples/android-Geofencing,60,103,13,176,34,10,1,34,1,18,0,4,0,0,0,0,0,0,80,53,0,0,10,0
google,googlesamples/android-FloatingActionButtonBasic,70,64,14,148,25,17,5,52,5,20,0,5,0,0,0,0,0,0,56,20,0,0,4,0
google,googlesamples/android-Flashlight,53,73,26,152,17,10,1,34,1,17,0,4,0,0,0,0,0,0,69,34,0,0,10,0
google,googlesamples/android-FingerprintDialog,107,78,8,193,22,16,2,54,2,20,0,5,0,0,0,0,7,0,65,18,0,0,6,0
google,googlesamples/android-FindMyPhone,55,101,13,169,27,10,1,35,1,17,0,3,0,0,0,0,0,0,78,53,0,0,11,0
google,googlesamples/android-ElizaChat,54,68,12,134,22,10,1,31,1,18,0,4,0,0,0,0,0,0,50,24,0,0,6,0
google,googlesamples/android-ElevationDrag,62,69,14,145,25,18,5,50,5,20,0,4,2,0,0,0,0,0,49,21,0,0,5,0
google,googlesamples/android-ElevationBasic,53,65,4,122,22,10,1,48,1,20,0,5,2,0,0,0,0,0,46,21,0,0,4,0
google,googlesamples/android-DrawableTinting,52,60,3,115,11,10,1,31,1,18,0,3,0,0,0,0,0,0,40,20,0,0,2,0
google,googlesamples/android-DragAndDropAcrossApps,85,11,0,96,20,3,1,33,1,6,0,2,0,0,0,0,0,0,30,5,0,0,2,0
google,googlesamples/android-DownloadableFonts,80,23,0,103,3,4,2,24,2,7,0,3,0,0,0,0,4,0,54,16,0,0,2,0
google,googlesamples/android-DoneBar,61,59,5,125,10,10,1,55,1,19,0,4,0,0,0,0,0,0,60,20,0,0,4,0
google,googlesamples/android-DocumentCentricRelinquishIdentity,39,54,4,97,2,10,1,26,1,16,0,2,0,0,0,0,0,0,39,19,0,0,1,0
google,googlesamples/android-DocumentCentricApps,42,60,5,107,4,10,1,26,1,18,0,3,0,0,0,0,0,0,44,19,0,0,1,0
google,googlesamples/android-DirectShare,49,29,0,78,6,9,1,17,1,12,0,1,0,0,0,0,0,0,31,12,0,0,1,0
google,googlesamples/android-DirectorySelection,56,64,7,127,14,11,2,29,2,17,0,3,0,0,0,0,0,0,49,18,0,0,1,0
google,googlesamples/android-DeviceOwner,39,52,2,93,7,9,1,25,1,15,0,2,0,0,0,0,0,0,33,16,0,0,2,0
google,googlesamples/android-DelayedConfirmation,58,99,13,170,23,10,1,39,1,17,0,3,0,0,0,0,0,0,79,53,0,0,11,0
google,googlesamples/android-CustomTransition,50,60,49,159,31,11,2,61,2,21,0,6,0,0,0,0,0,0,56,22,0,0,3,0
google,googlesamples/android-CustomNotifications,56,60,4,120,2,10,1,46,1,19,0,4,0,0,0,0,0,0,73,22,0,0,2,0
google,googlesamples/android-ContentProviderPaging,115,18,1,134,8,5,2,28,2,8,0,2,0,0,0,0,6,0,105,11,0,0,4,0
google,googlesamples/android-ConfirmCredential,36,44,0,80,3,9,1,22,1,14,0,2,0,0,0,0,0,0,28,13,0,0,3,0
google,googlesamples/android-CommitContentSampleIME,37,15,1,53,2,4,1,6,1,7,0,1,0,0,0,0,0,0,31,6,0,0,1,0
google,googlesamples/android-CommitContentSampleApp,33,14,1,48,1,4,1,5,1,7,0,1,0,0,0,0,0,0,28,6,0,0,1,0
google,googlesamples/android-ClippingBasic,52,63,4,119,21,11,1,45,1,20,0,4,2,0,0,0,0,0,46,21,0,0,4,0
google,googlesamples/android-CardView,66,65,6,137,3,11,2,44,3,21,0,4,2,0,0,0,3,0,45,22,0,0,7,0
google,googlesamples/android-CardReader,50,60,3,113,23,11,1,45,1,18,0,3,0,0,0,0,0,0,44,20,0,0,5,0
google,googlesamples/android-CardEmulation,51,59,3,113,25,10,1,45,1,18,0,3,0,0,0,0,0,0,44,20,0,0,5,0
google,googlesamples/android-BorderlessButtons,49,62,4,115,14,10,1,42,1,19,0,4,0,0,0,0,0,0,54,20,0,0,2,0
google,googlesamples/android-BluetoothAdvertisements,44,58,2,104,16,9,1,22,1,14,0,2,0,0,0,0,0,0,39,15,0,0,2,0
google,googlesamples/android-BeamLargeFiles,44,47,2,93,12,9,1,21,1,15,0,2,0,0,0,0,0,0,32,16,0,0,2,0
google,googlesamples/android-BatchStepSensor,98,80,3,181,52,10,1,96,1,19,0,6,0,0,0,0,0,0,68,20,0,0,2,0
google,googlesamples/android-BasicTransition,58,60,57,175,34,11,2,82,2,21,0,6,0,0,0,0,0,0,56,22,0,0,3,0
google,googlesamples/android-BasicSyncAdapter,60,64,5,129,36,10,1,49,1,19,0,4,0,0,0,0,0,0,50,20,0,0,4,0
google,googlesamples/android-BasicNotifications,48,60,4,112,5,10,1,36,1,19,0,4,0,0,0,0,0,0,66,21,0,0,4,0
google,googlesamples/android-BasicNetworking,48,64,4,116,19,10,1,41,1,19,0,4,0,0,0,0,0,0,49,20,0,0,4,0
google,googlesamples/android-BasicMultitouch,48,59,4,111,18,10,1,41,1,19,0,4,0,0,0,0,0,0,45,20,0,0,2,0
google,googlesamples/android-BasicMediaRouter,47,59,4,110,19,10,1,46,1,18,0,3,0,0,0,0,0,0,42,20,0,0,4,0
google,googlesamples/android-BasicMediaDecoder,48,66,4,118,10,11,1,40,1,19,0,4,0,0,0,0,0,0,60,21,0,0,2,0
google,googlesamples/android-BasicManagedProfile,57,73,9,139,13,11,1,57,1,20,0,5,2,0,0,0,0,0,60,21,0,0,3,0
google,googlesamples/android-BasicImmersiveMode,49,63,3,115,21,10,1,39,1,19,0,4,0,0,0,0,0,0,49,20,0,0,4,0
google,googlesamples/android-BasicGestureDetect,49,65,3,117,24,10,1,39,1,19,0,4,0,0,0,0,0,0,49,20,0,0,4,0
google,googlesamples/android-BasicContactables,53,60,4,117,19,10,1,42,1,19,0,4,0,0,0,0,0,0,53,21,0,0,4,0
google,googlesamples/android-BasicAndroidKeyStore,58,68,8,134,26,10,1,42,1,20,0,6,0,0,0,0,0,0,58,20,0,0,5,0
google,googlesamples/android-AutoBackupForApps,41,39,0,80,5,9,1,24,1,14,0,1,0,0,0,0,0,0,25,13,0,0,1,0
google,googlesamples/android-AsymmetricFingerprintDialog,195,40,138,373,26,12,13,74,1,14,0,3,6,0,0,0,0,0,224,11,0,0,16,0
google,googlesamples/android-AppShortcuts,37,13,1,51,4,3,1,6,1,7,0,1,0,0,0,0,0,0,28,5,0,0,1,0
google,googlesamples/android-AppRestrictionSchema,55,80,8,143,16,11,1,46,1,18,0,4,0,0,0,0,0,0,46,19,0,0,2,0
google,googlesamples/android-AppRestrictions,46,63,8,117,11,10,1,38,1,19,0,4,0,0,0,0,0,0,54,20,0,0,3,0
google,googlesamples/android-AppRestrictionEnforcer,57,83,10,150,25,11,1,45,1,18,0,3,0,0,0,0,0,0,46,19,0,0,2,0
google,googlesamples/android-AdvancedImmersiveMode,49,63,3,115,21,11,1,42,1,19,0,4,0,0,0,0,0,0,45,21,0,0,4,0
google,googlesamples/android-ActiveNotifications,51,60,0,111,15,9,1,34,1,14,0,4,0,0,0,0,0,0,35,16,0,0,2,0
google,googlesamples/android-ActionBarCompat-Styled,107,61,4,172,6,10,1,54,1,19,0,5,0,0,0,0,0,0,164,20,0,0,4,0
google,googlesamples/android-ActionBarCompat-ListPopupMenu,46,60,4,110,10,10,1,40,1,19,0,4,0,0,0,0,0,0,51,20,0,0,4,0
google,googlesamples/android-ActionBarCompat-Basic,50,62,4,116,6,10,1,40,1,20,0,5,0,0,0,0,0,0,63,20,0,0,4,0
google,googlesamples/android-key-attestation,60,56,3,119,62,2,1,0,1,8,0,0,0,0,0,0,0,1,70,7,0,0,0,0
google,googlesamples/android-play-places,210,46,5,261,71,10,5,89,5,20,0,5,0,0,0,0,0,0,94,19,0,0,6,0
google,googlesamples/android-AccelerometerPlay,25,1,0,26,1,1,1,3,1,3,0,1,0,0,0,0,0,0,15,2,0,0,1,0
google,googlesamples/android-play-awareness,31,6,0,37,4,3,1,9,1,3,0,0,0,0,0,0,0,0,16,4,0,0,1,0
google,googlesamples/leanback-assistant,66,66,2,134,43,4,1,27,1,4,0,1,0,0,0,0,0,0,53,6,0,0,2,0
google,googlesamples/android-play-safetynet,73,26,9,108,30,4,2,33,2,22,0,1,1,0,0,0,0,3,43,7,0,0,3,0
google,googlesamples/account-transfer-api,33,6,0,39,9,2,1,8,1,3,0,0,0,0,0,0,0,0,15,4,0,0,1,0
google,googlesamples/android-SimpleMediaPlayer,32,3,0,35,4,2,1,5,1,6,0,0,0,0,0,0,0,0,16,2,0,0,1,0
google,googlesamples/android-fido,61,39,9,109,34,4,3,30,2,7,0,0,0,0,0,0,0,0,30,7,0,0,2,0
google,googlesamples/android-WearStandaloneGoogleSignIn,31,3,30,64,4,2,2,27,2,4,0,0,0,0,0,0,0,2,21,5,0,0,3,0
google,googlesamples/android-WearOAuth,21,4,20,45,3,4,2,7,2,4,0,0,0,0,0,0,0,0,23,5,0,0,3,0
google,googlesamples/android-unsplash,57,127,56,240,85,8,2,98,2,4,0,0,0,0,0,0,0,0,43,12,0,0,6,0
google,googlesamples/android-codelab-watchface,52,1,0,53,5,2,1,20,1,3,0,0,0,0,0,0,0,0,21,6,0,0,5,0
google,googlesamples/android-OurStreets,71,20,70,161,63,5,2,48,2,4,0,2,0,0,0,0,0,0,35,7,0,0,2,0
google,googlesamples/android-WearCompanionLibrary,58,13,0,71,26,2,1,12,1,4,0,0,0,0,0,0,0,0,25,4,0,0,1,0
google,googlesamples/android-gcmnetworkmanager,28,7,0,35,6,2,1,9,1,3,0,0,0,0,0,0,0,0,13,2,0,0,1,0
google,googlesamples/identity-toolkit-android,113,55,7,175,7,3,6,79,0,0,0,1,0,0,0,0,0,0,80,7,0,0,6,0
google,googlesamples/android-WclDemoSample,113,2,0,115,14,2,1,39,1,3,0,0,1,0,0,0,0,0,54,4,0,0,3,0
google,googlesamples/attendee-checkin,134,3,0,137,45,1,2,34,1,5,0,0,3,0,0,0,0,0,46,2,0,0,1,0
google,googlesamples/android-play-games-in-motion,268,14,35,317,33,2,1,54,1,17,0,0,0,0,0,0,0,0,209,2,0,0,1,3
google,googlesamples/androidtv-daydream,37,2,0,39,14,0,0,14,0,3,0,0,0,0,0,0,0,0,8,2,0,0,1,0
google,googlesamples/androidtv-VisualGameController,42,1,0,43,5,2,1,8,1,3,0,0,1,0,0,0,0,0,22,1,0,0,1,0
google,googlesamples/androidtv-GameController,47,15,9,71,32,2,2,15,1,0,0,0,9,0,0,0,0,0,11,2,0,0,1,0
google,googlesamples/android-google-accounts,55,20,0,75,9,6,2,16,2,8,0,0,0,0,0,0,0,0,36,7,0,0,3,0
