framework,full_name
Azure-Samples,Azure-Samples/key-vault-java-managed-storage
Azure-Samples,Azure-Samples/active-directory-b2c-android-appauth-ropc
Azure-Samples,Azure-Samples/key-vault-java-network-acl
Azure-Samples,Azure-Samples/event-grid-java-publish-consume-events
Azure-Samples,Azure-Samples/network-java-manage-express-route-cross-connection
Azure-Samples,Azure-Samples/cognitive-services-qnamaker-java
Azure-Samples,Azure-Samples/cognitive-services-face-android-detect
Azure-Samples,Azure-Samples/microprofile-hello-azure
Azure-Samples,Azure-Samples/microprofile-docker-helloworld
Azure-Samples,Azure-Samples/microprofile-configsource-keyvault
Azure-Samples,Azure-Samples/springboot-hello-azure
Azure-Samples,Azure-Samples/azure-cosmos-db-sql-java-multi-master
Azure-Samples,Azure-Samples/monitor-java-autoscale-based-on-performance
Azure-Samples,Azure-Samples/compute-java-manage-scale-set-user-assigned-msi-from-service-principal
Azure-Samples,Azure-Samples/monitor-java-metric-alerts-on-critical-performance
Azure-Samples,Azure-Samples/monitor-java-activitylog-alerts-on-security-breach-or-risk
Azure-Samples,Azure-Samples/Hybrid-resources-java-manage-resource-group
Azure-Samples,Azure-Samples/hybrid-storage-java-manage-storage-accounts
Azure-Samples,Azure-Samples/Hybrid-Java-Samples
Azure-Samples,Azure-Samples/iot-edge-sample-java
Azure-Samples,Azure-Samples/Hybrid-Compute-Java-Manage-VM-Certificate-Based-Auth
Azure-Samples,Azure-Samples/wildfly-petstore-quickstart
Azure-Samples,Azure-Samples/Hybrid-KeyVault-Java-Manage-Secrets-Certificate-Based-Auth
Azure-Samples,Azure-Samples/bootiful-azure
Azure-Samples,Azure-Samples/Hybrid-Compute-Java-Create-VM-From-Custom-Image
Azure-Samples,Azure-Samples/spring-data-jpa-on-azure
Azure-Samples,Azure-Samples/spring-data-jdbc-on-azure
Azure-Samples,Azure-Samples/spring-data-cassandra-on-azure
Azure-Samples,Azure-Samples/storage-java-V10-ha-ra-grs
Azure-Samples,Azure-Samples/twitter-databricks-analyzer-cicd
Azure-Samples,Azure-Samples/migrate-java-ee-app-to-azure-2
Azure-Samples,Azure-Samples/kusto-high-scale-ingestion
Azure-Samples,Azure-Samples/hdinsight-java-sdk-samples
Azure-Samples,Azure-Samples/azure-search-java-samples
Azure-Samples,Azure-Samples/java-on-app-service
Azure-Samples,Azure-Samples/media-services-v3-java
Azure-Samples,Azure-Samples/cognitive-services-personalizer-samples
Azure-Samples,Azure-Samples/ms-identity-java-webapp
Azure-Samples,Azure-Samples/azure-iot-edge-devops-sample-java
Azure-Samples,Azure-Samples/hello-spring-function-azure
Azure-Samples,Azure-Samples/ms-identity-android-java
Azure-Samples,Azure-Samples/functions-java-push-static-contents-to-cdn
Azure-Samples,Azure-Samples/azure-cosmosdb-bulkingestion
Azure-Samples,Azure-Samples/azure-cosmosdb-jsonldconversion
Azure-Samples,Azure-Samples/cosmosdb-java-as-cache-for-apache-camel
Azure-Samples,Azure-Samples/spring-jms-service-bus
Azure-Samples,Azure-Samples/azure-cosmosdb-cassandra-counters
Azure-Samples,Azure-Samples/azure-springboot-cosmosdb-cassandra-counter
Azure-Samples,Azure-Samples/azure-cosmosdb-java-pagination
Azure-Samples,Azure-Samples/azure-springaop-appconfig
Azure-Samples,Azure-Samples/azure-cosmosdb-springboot-pagination
Azure-Samples,Azure-Samples/app-service-java-cosmosdb-mongodb-apis
Azure-Samples,Azure-Samples/Azure-Spring-Cloud-Samples
Azure-Samples,Azure-Samples/piggymetrics
Azure-Samples,Azure-Samples/azure-cosmos-java-getting-started
Azure-Samples,Azure-Samples/ms-identity-java-webapi
Azure-Samples,Azure-Samples/ms-identity-java-desktop
Azure-Samples,Azure-Samples/java-functions-eventhub-cosmosdb
Azure-Samples,Azure-Samples/java-on-aks
Azure-Samples,Azure-Samples/resources-java-deploy-using-arm-template-async
Azure-Samples,Azure-Samples/resources-java-deploy-using-arm-template-with-deployment-operations
Azure-Samples,Azure-Samples/resources-java-web-server-with-delegated-credentials
Azure-Samples,Azure-Samples/cosmosdb-java-create-cosmosdb-and-configure-for-high-availability
Azure-Samples,Azure-Samples/cosmosdb-java-create-cosmosdb-and-configure-for-eventual-consistency
Azure-Samples,Azure-Samples/cosmosdb-java-create-cosmosdb-and-configure-firewall
Azure-Samples,Azure-Samples/cosmosdb-java-create-cosmosdb-and-get-mongodb-connection-string
Azure-Samples,Azure-Samples/cosmosdb-java-create-cosmosdb-table-with-virtual-network-rule
Azure-Samples,Azure-Samples/traffic-manager-java-manage-simple-profiles
Azure-Samples,Azure-Samples/resources-java-deploy-using-arm-template-with-tags
Azure-Samples,Azure-Samples/sql-database-java-manage-sql-server-security-alert-policy
Azure-Samples,Azure-Samples/app-service-java-access-key-vault-convenience-for-web-apps-on-linux
Azure-Samples,Azure-Samples/app-service-java-manage-logs-for-web-apps
Azure-Samples,Azure-Samples/aad-java-manage-service-principal-credentials
Azure-Samples,Azure-Samples/aks-java-manage-kubernetes-cluster-with-advanced-networking
Azure-Samples,Azure-Samples/compute-java-manage-managed-disks
Azure-Samples,Azure-Samples/compute-java-manage-virtual-machine-with-disks
Azure-Samples,Azure-Samples/app-service-java-configure-deployment-sources-for-functions-on-linux
Azure-Samples,Azure-Samples/couchbaseTocosmosdb
Azure-Samples,Azure-Samples/functions-docs-java
Azure-Samples,Azure-Samples/azure-cosmos-cassandra-extensions-java-sample
Azure-Samples,Azure-Samples/java-spring-petclinic
Azure-Samples,Azure-Samples/azure-functions-samples-java
Azure-Samples,Azure-Samples/Java-application-petstore-ee7
Azure-Samples,Azure-Samples/azure-cosmos-java-sql-api-samples
Azure-Samples,Azure-Samples/functions-quickstarts-java
Azure-Samples,Azure-Samples/azure-cosmos-java-sql-app-example
Azure-Samples,Azure-Samples/keda-eventhub-kafka-scaler-terraform
Azure-Samples,Azure-Samples/azure-cosmos-cassandra-extensions-java-sample-v4
Azure-Samples,Azure-Samples/cosmos-changefeed-cassandra-java
Azure-Samples,Azure-Samples/azure-cosmos-java-sql-api-todo-app
Azure-Samples,Azure-Samples/azure-cosmos-db-mongodb-java-changestream
Azure-Samples,Azure-Samples/azure-iot-central-arm-sdk-samples
Azure-Samples,Azure-Samples/azure-cosmos-db-cassandra-java-getting-started-v4
Azure-Samples,Azure-Samples/spring-petclinic-microservices
Azure-Samples,Azure-Samples/brewdis
Azure-Samples,Azure-Samples/azure-cosmos-db-spring-nonblocking
Azure-Samples,Azure-Samples/spring-vs-async-benchmark
Azure-Samples,Azure-Samples/liberty-aad-oidc
Azure-Samples,Azure-Samples/open-liberty-on-aro
Azure-Samples,Azure-Samples/quickstart-spring-data-jdbc-mysql
Azure-Samples,Azure-Samples/quickstart-spring-data-jdbc-postgresql
Azure-Samples,Azure-Samples/quickstart-spring-data-jdbc-sql-server
Azure-Samples,Azure-Samples/quickstart-spring-data-jpa-mysql
Azure-Samples,Azure-Samples/quickstart-spring-data-jpa-postgresql
Azure-Samples,Azure-Samples/quickstart-spring-data-jpa-sql-server
Azure-Samples,Azure-Samples/quickstart-spring-data-r2dbc-mysql
Azure-Samples,Azure-Samples/quickstart-spring-data-r2dbc-postgresql
Azure-Samples,Azure-Samples/quickstart-spring-data-r2dbc-sql-server
Azure-Samples,Azure-Samples/hdinsight-enterprise-security
Azure-Samples,Azure-Samples/netappfiles-java-sdk-sample
Azure-Samples,Azure-Samples/HWC-Cluster-Creator-Tool
Azure-Samples,Azure-Samples/pet-clinic-jar
Azure-Samples,Azure-Samples/pet-clinic-war
Azure-Samples,Azure-Samples/app-service-netflix-eureka-windows
Azure-Samples,Azure-Samples/app-service-netflix-eureka-linux
Azure-Samples,Azure-Samples/azure-spring-data-cosmos-java-sql-api-samples
Azure-Samples,Azure-Samples/azure-spring-data-cosmos-java-sql-api-getting-started
Azure-Samples,Azure-Samples/mipsdk-filesdk-java-sample
Azure-Samples,Azure-Samples/azure-cosmos-java-sql-mslearn
Azure-Samples,Azure-Samples/ms-identity-b2c-java-servlet-webapp-authentication
Azure-Samples,Azure-Samples/azure-data-explorer-java-sdk-ingest
Azure-Samples,Azure-Samples/communication-services-android-quickstarts
Azure-Samples,Azure-Samples/spring-data-cosmosdb-e2e-sample
Azure-Samples,Azure-Samples/netappfiles-java-crr-sdk-sample
Azure-Samples,Azure-Samples/netappfiles-java-smb-sdk-sample
Azure-Samples,Azure-Samples/spring-boot-secure-communications-using-end-to-end-tls-ssl
Azure-Samples,Azure-Samples/jboss-on-app-service-jms
Azure-Samples,Azure-Samples/netappfiles-java-snapshot-policy-sdk-sample
Azure-Samples,Azure-Samples/AzureSqlGettingStartedSamples
Azure-Samples,Azure-Samples/netappfiles-java-pool-change-sdk-sample
Azure-Samples,Azure-Samples/netappfiles-java-dual-protocol-sdk-sample
Azure-Samples,Azure-Samples/ms-identity-java-servlet-webapp-authentication
Azure-Samples,Azure-Samples/migrate-javaee-app-to-azure-training
Azure-Samples,Azure-Samples/open-liberty-on-aks
Azure-Samples,Azure-Samples/java-on-azure-examples
Azure-Samples,Azure-Samples/payara-on-aks
Azure-Samples,Azure-Samples/mysql-kafka-redis-integration
Azure-Samples,Azure-Samples/communication-services-android-calling-hero
Azure-Samples,Azure-Samples/communication-services-java-quickstarts
Azure-Samples,Azure-Samples/cassandra-proxy
Azure-Samples,Azure-Samples/azure-cosmos-cassandra-extensions-java-spring-boot-sample-v4
Azure-Samples,Azure-Samples/applicationinsights-java-profiler-demo
Azure-Samples,Azure-Samples/spring-data-cassandra-on-azure-extension-v3
Azure-Samples,Azure-Samples/spring-data-cassandra-on-azure-extension-v4
Azure-Samples,Azure-Samples/workshop-migrate-jboss-on-app-service
Azure-Samples,Azure-Samples/active-directory-verifiable-credentials-java
Azure-Samples,Azure-Samples/spring-security-authn-and-authz-with-azure-active-directory
Azure-Samples,Azure-Samples/cosmosdb-java-devcontainers-demo
Azure-Samples,Azure-Samples/cosmosdb-cassandra-changefeed-processor
Azure-Samples,Azure-Samples/cosmosdb-springboot-aks
Azure-Samples,Azure-Samples/manage-secrets-in-java-applications
Azure-Samples,Azure-Samples/serviceconnector-springcloud-mysql-springboot
Azure-Samples,Azure-Samples/serviceconnector-springcloud-confluent-springboot
Azure-Samples,Azure-Samples/tutorial-springboot-mysql-aks
Azure-Samples,Azure-Samples/ms-identity-docs-code-java
Azure-Samples,Azure-Samples/serviceconnector-webapp-keyvault-java
Azure-Samples,Azure-Samples/jboss-on-aro-jakartaee
Azure-Samples,Azure-Samples/app-platform-java-manage-spring-cloud
Azure-Samples,Azure-Samples/cdn-java-manage-cdn-with-custom-domain
Azure-Samples,Azure-Samples/private-dns-java-manage-private-dns
Azure-Samples,Azure-Samples/network-java-manage-private-link
Azure-Samples,Azure-Samples/storage-java-manage-storage-accounts-customer-managed-key
Azure-Samples,Azure-Samples/cosmosdb-read-many-items-java
Azure-Samples,Azure-Samples/containerize-and-deploy-Java-app-to-Azure
spring-guides,spring-guides/gs-rest-service
spring-guides,spring-guides/gs-scheduling-tasks
spring-guides,spring-guides/gs-consuming-rest
spring-guides,spring-guides/gs-gradle
spring-guides,spring-guides/gs-maven
spring-guides,spring-guides/gs-relational-data-access
spring-guides,spring-guides/gs-uploading-files
spring-guides,spring-guides/gs-authenticating-ldap
spring-guides,spring-guides/gs-messaging-redis
spring-guides,spring-guides/gs-messaging-rabbitmq
spring-guides,spring-guides/gs-accessing-data-neo4j
spring-guides,spring-guides/gs-validating-form-input
spring-guides,spring-guides/gs-actuator-service
spring-guides,spring-guides/gs-messaging-jms
spring-guides,spring-guides/gs-batch-processing
spring-guides,spring-guides/gs-securing-web
spring-guides,spring-guides/gs-rest-hateoas
spring-guides,spring-guides/gs-accessing-data-gemfire
spring-guides,spring-guides/gs-integration
spring-guides,spring-guides/gs-caching-gemfire
spring-guides,spring-guides/gs-managing-transactions
spring-guides,spring-guides/gs-accessing-data-jpa
spring-guides,spring-guides/gs-accessing-data-mongodb
spring-guides,spring-guides/gs-serving-web-content
spring-guides,spring-guides/gs-async-method
spring-guides,spring-guides/gs-handling-form-submission
spring-guides,spring-guides/gs-spring-boot
spring-guides,spring-guides/gs-messaging-stomp-websocket
spring-guides,spring-guides/getting-started-guides
spring-guides,spring-guides/gs-rest-service-cors
spring-guides,spring-guides/gs-consuming-web-service
spring-guides,spring-guides/gs-accessing-data-rest
spring-guides,spring-guides/gs-accessing-neo4j-data-rest
spring-guides,spring-guides/gs-accessing-mongodb-data-rest
spring-guides,spring-guides/gs-accessing-gemfire-data-rest
spring-guides,spring-guides/gs-producing-web-service
spring-guides,spring-guides/gs-caching
spring-guides,spring-guides/quoters
spring-guides,spring-guides/tut-rest
spring-guides,spring-guides/gs-spring-boot-docker
spring-guides,spring-guides/gs-crud-with-vaadin
spring-guides,spring-guides/tut-spring-boot-oauth2
spring-guides,spring-guides/gs-service-registration-and-discovery
spring-guides,spring-guides/gs-centralized-configuration
spring-guides,spring-guides/gs-routing-and-filtering
spring-guides,spring-guides/gs-testing-web
spring-guides,spring-guides/gs-accessing-data-mysql
spring-guides,spring-guides/gs-multi-module
spring-guides,spring-guides/gs-testing-restdocs
spring-guides,spring-guides/gs-messaging-gcp-pubsub
spring-guides,spring-guides/gs-reactive-rest-service
spring-guides,spring-guides/gs-contract-rest
spring-guides,spring-guides/gs-accessing-vault
spring-guides,spring-guides/gs-vault-config
spring-guides,spring-guides/gs-spring-data-reactive-redis
spring-guides,spring-guides/gs-spring-boot-for-azure
spring-guides,spring-guides/gs-gateway
spring-guides,spring-guides/gs-spring-cloud-loadbalancer
spring-guides,spring-guides/gs-spring-boot-kubernetes
spring-guides,spring-guides/gs-accessing-data-r2dbc
spring-guides,spring-guides/gs-cloud-circuit-breaker
spring-guides,spring-guides/top-spring-on-kubernetes
spring-guides,spring-guides/gs-tanzu-observability
spring-guides,spring-guides/tut-metrics-and-tracing
spring-guides,spring-guides/gs-accessing-data-cassandra
spring-cloud-samples,spring-cloud-samples/configserver
spring-cloud-samples,spring-cloud-samples/eureka
spring-cloud-samples,spring-cloud-samples/customers-stores
spring-cloud-samples,spring-cloud-samples/hystrix-dashboard
spring-cloud-samples,spring-cloud-samples/turbine
spring-cloud-samples,spring-cloud-samples/locks
spring-cloud-samples,spring-cloud-samples/processor
spring-cloud-samples,spring-cloud-samples/aws-refapp
spring-cloud-samples,spring-cloud-samples/authserver
spring-cloud-samples,spring-cloud-samples/sso
spring-cloud-samples,spring-cloud-samples/zuul-server
spring-cloud-samples,spring-cloud-samples/feign-eureka
spring-cloud-samples,spring-cloud-samples/svn-config-server
spring-cloud-samples,spring-cloud-samples/springbox-cloud
spring-cloud-samples,spring-cloud-samples/fortune-teller
spring-cloud-samples,spring-cloud-samples/brewery
spring-cloud-samples,spring-cloud-samples/spring-cloud-atlas-sample
spring-cloud-samples,spring-cloud-samples/zero-downtime-deployment
spring-cloud-samples,spring-cloud-samples/github-eureka
spring-cloud-samples,spring-cloud-samples/github-analytics
spring-cloud-samples,spring-cloud-samples/github-analytics-stub-runner-boot
spring-cloud-samples,spring-cloud-samples/spring-cloud-contract-samples
spring-cloud-samples,spring-cloud-samples/stub-runner-boot
spring-cloud-samples,spring-cloud-samples/sample-zuul-filters
spring-cloud-samples,spring-cloud-samples/github-analytics-stub-runner-boot-no-eureka
spring-cloud-samples,spring-cloud-samples/github-analytics-stub-runner-boot-no-eureka-classpath-stubs
spring-cloud-samples,spring-cloud-samples/github-analytics-stub-runner-boot-classpath-stubs
spring-cloud-samples,spring-cloud-samples/github-analytics-stub-runner-boot-classpath-stubs-kubernetes
spring-cloud-samples,spring-cloud-samples/github-analytics-kubernetes
spring-cloud-samples,spring-cloud-samples/spring-cloud-gateway-sample
spring-cloud-samples,spring-cloud-samples/cloudfoundry-stub-runner-boot
spring-cloud-samples,spring-cloud-samples/bookstore-service-broker
spring-cloud-samples,spring-cloud-samples/spring-cloud-contract-nodejs-external-contracts
spring-cloud-samples,spring-cloud-samples/messaging-application
spring-cloud-samples,spring-cloud-samples/sleuth-issues
spring-cloud-samples,spring-cloud-samples/sc-contract-car-rental
spring-cloud-samples,spring-cloud-samples/the-legacy-app
spring-cloud-samples,spring-cloud-samples/spring-cloud-config-vault
spring-cloud-samples,spring-cloud-samples/scdf-for-pcf-samples
spring-cloud-samples,spring-cloud-samples/sample-gateway-oauth2login
spring-cloud-samples,spring-cloud-samples/spring-cloud-circuitbreaker-demo
spring-cloud-samples,spring-cloud-samples/spring-cloud-app-broker-samples
spring-cloud-samples,spring-cloud-samples/spring-cloud-intro-demo
spring-cloud-samples,spring-cloud-samples/spring-cloud-sleuth-samples
spring-cloud-samples,spring-cloud-samples/spring-cloud-square-retrofit-web
spring-cloud-samples,spring-cloud-samples/spring-cloud-square-retrofit-webclient
googlearchive,googlearchive/bigquery-samples-java
googlearchive,googlearchive/appengine-gwtguestbook-namespaces-java
googlearchive,googlearchive/firebase-token-generator-java
googlearchive,googlearchive/gplus-quickstart-java
googlearchive,googlearchive/hellomap-android
googlearchive,googlearchive/crc32c-java
googlearchive,googlearchive/solutions-mobile-backend-starter-java
googlearchive,googlearchive/appengine-angular-guestbook-java
googlearchive,googlearchive/gplus-verifytoken-java
googlearchive,googlearchive/drive-appdatapreferences-android
googlearchive,googlearchive/drive-appdatapreferences-android-quickstart
googlearchive,googlearchive/solutions-mobile-shopping-assistant-backend-java
googlearchive,googlearchive/solutions-mobile-shopping-assistant-android-client
googlearchive,googlearchive/drivemarks
googlearchive,googlearchive/AndroidDrawing
googlearchive,googlearchive/AndroidChat
googlearchive,googlearchive/drive-crossclientoauth2-android
googlearchive,googlearchive/compute-getting-started-android
googlearchive,googlearchive/appengine-endpoints-helloendpoints-android
googlearchive,googlearchive/gplus-domains-quickstart-java
googlearchive,googlearchive/instantbuy-quickstart-java
googlearchive,googlearchive/instantbuy-sample-xyz-java
googlearchive,googlearchive/gplus-haiku-client-android
googlearchive,googlearchive/chromium-webview-samples
googlearchive,googlearchive/drive-android-quickeditor
googlearchive,googlearchive/compute-getting-started-java
googlearchive,googlearchive/drive-android-quickstart
googlearchive,googlearchive/firebase-simple-login-java
googlearchive,googlearchive/appengine-java-guestbook-multiphase
googlearchive,googlearchive/cloud-pubsub-samples-java
googlearchive,googlearchive/android-BasicManagedProfile
googlearchive,googlearchive/android-Camera2Basic
googlearchive,googlearchive/android-Camera2Video
googlearchive,googlearchive/android-ElevationBasic
googlearchive,googlearchive/android-ElevationDrag
googlearchive,googlearchive/android-ClippingBasic
googlearchive,googlearchive/androidtv-GameController
googlearchive,googlearchive/androidtv-VisualGameController
googlearchive,googlearchive/android-JobScheduler
googlearchive,googlearchive/android-NavigationDrawer
googlearchive,googlearchive/androidtv-Leanback
googlearchive,googlearchive/identity-toolkit-android
googlearchive,googlearchive/tango-examples-java
googlearchive,googlearchive/appengine-java-vm-guestbook-extras
googlearchive,googlearchive/android-fit
googlearchive,googlearchive/firebase-login-demo-android
googlearchive,googlearchive/android-FloatingActionButtonBasic
googlearchive,googlearchive/android-PdfRendererBasic
googlearchive,googlearchive/android-ActionBarCompat-Basic
googlearchive,googlearchive/android-ActionBarCompat-ListPopupMenu
googlearchive,googlearchive/android-ActionBarCompat-ShareActionProvider
googlearchive,googlearchive/android-ActionBarCompat-Styled
googlearchive,googlearchive/android-ActivityInstrumentation
googlearchive,googlearchive/android-AdvancedImmersiveMode
googlearchive,googlearchive/android-AppRestrictions
googlearchive,googlearchive/android-BasicAccessibility
googlearchive,googlearchive/android-BasicAndroidKeyStore
googlearchive,googlearchive/android-BasicContactables
googlearchive,googlearchive/android-BasicGestureDetect
googlearchive,googlearchive/android-BasicImmersiveMode
googlearchive,googlearchive/android-BasicMediaDecoder
googlearchive,googlearchive/android-BasicMediaRouter
googlearchive,googlearchive/android-BasicMultitouch
googlearchive,googlearchive/android-BasicNetworking
googlearchive,googlearchive/android-BasicNotifications
googlearchive,googlearchive/android-BasicSyncAdapter
googlearchive,googlearchive/android-BatchStepSensor
googlearchive,googlearchive/android-BluetoothLeGatt
googlearchive,googlearchive/android-BorderlessButtons
googlearchive,googlearchive/android-CardEmulation
googlearchive,googlearchive/android-CardReader
googlearchive,googlearchive/android-CustomChoiceList
googlearchive,googlearchive/android-CustomNotifications
googlearchive,googlearchive/android-DisplayingBitmaps
googlearchive,googlearchive/android-DoneBar
googlearchive,googlearchive/android-HorizontalPaging
googlearchive,googlearchive/android-ImmersiveMode
googlearchive,googlearchive/android-MediaRecorder
googlearchive,googlearchive/android-MediaRouter
googlearchive,googlearchive/android-NetworkConnect
googlearchive,googlearchive/android-RepeatingAlarm
googlearchive,googlearchive/android-SlidingTabsBasic
googlearchive,googlearchive/android-SlidingTabsColors
googlearchive,googlearchive/android-StorageClient
googlearchive,googlearchive/android-StorageProvider
googlearchive,googlearchive/android-SwipeRefreshLayoutBasic
googlearchive,googlearchive/android-SwipeRefreshListFragment
googlearchive,googlearchive/android-SwipeRefreshMultipleViews
googlearchive,googlearchive/android-TextLinkify
googlearchive,googlearchive/android-TextSwitcher
googlearchive,googlearchive/Abelana-Android
googlearchive,googlearchive/android-google-accounts
googlearchive,googlearchive/android-BluetoothChat
googlearchive,googlearchive/android-MediaEffects
googlearchive,googlearchive/android-SynchronizedNotifications
googlearchive,googlearchive/android-CardView
googlearchive,googlearchive/android-DrawableTinting
googlearchive,googlearchive/android-LNotifications
googlearchive,googlearchive/android-RecyclerView
googlearchive,googlearchive/drive-android-conflict
googlearchive,googlearchive/android-AppRestrictionEnforcer
googlearchive,googlearchive/android-AppRestrictionSchema
googlearchive,googlearchive/android-DocumentCentricApps
googlearchive,googlearchive/android-DocumentCentricRelinquishIdentity
googlearchive,googlearchive/android-HdrViewfinder
googlearchive,googlearchive/android-DelayedConfirmation
googlearchive,googlearchive/android-ElizaChat
googlearchive,googlearchive/android-FindMyPhone
googlearchive,googlearchive/android-Flashlight
googlearchive,googlearchive/android-Geofencing
googlearchive,googlearchive/android-GridViewPager
googlearchive,googlearchive/android-Quiz
googlearchive,googlearchive/android-RecipeAssistant
googlearchive,googlearchive/android-SkeletonWearableApp
googlearchive,googlearchive/android-Timer
googlearchive,googlearchive/android-WatchViewStub
googlearchive,googlearchive/android-MessagingService
googlearchive,googlearchive/android-MediaBrowserService
googlearchive,googlearchive/android-DirectorySelection
googlearchive,googlearchive/android-ScreenCapture
googlearchive,googlearchive/bigquery-samples-python
googlearchive,googlearchive/android-nearby
googlearchive,googlearchive/MobileShoppingAssistant-sample
googlearchive,googlearchive/android-codelab-watchface
googlearchive,googlearchive/android-ads
googlearchive,googlearchive/drive-android-trash
googlearchive,googlearchive/android-play-places
googlearchive,googlearchive/attendee-checkin
googlearchive,googlearchive/android-BeamLargeFiles
googlearchive,googlearchive/android-DeviceOwner
googlearchive,googlearchive/android-NfcProvisioning
googlearchive,googlearchive/caja
googlearchive,googlearchive/androidtv-daydream
googlearchive,googlearchive/android-BluetoothAdvertisements
googlearchive,googlearchive/friendlyping
googlearchive,googlearchive/android-credentials
googlearchive,googlearchive/androidpay-quickstart
googlearchive,googlearchive/android-FingerprintDialog
googlearchive,googlearchive/android-ConfirmCredential
googlearchive,googlearchive/android-RuntimePermissions
googlearchive,googlearchive/android-AutoBackupForApps
googlearchive,googlearchive/android-ActiveNotifications
googlearchive,googlearchive/android-Camera2Raw
googlearchive,googlearchive/surveys
googlearchive,googlearchive/abelana
googlearchive,googlearchive/easygoogle
googlearchive,googlearchive/android-DirectShare
googlearchive,googlearchive/android-MidiScope
googlearchive,googlearchive/android-MidiSynth
googlearchive,googlearchive/cloud-debugger-gce-java-sample
googlearchive,googlearchive/android-AsymmetricFingerprintDialog
googlearchive,googlearchive/android-WearCompanionLibrary
googlearchive,googlearchive/android-WclDemoSample
googlearchive,googlearchive/custom-tabs-provider
googlearchive,googlearchive/intellij-protocol-buffer-editor-old
googlearchive,googlearchive/android-gcmnetworkmanager
googlearchive,googlearchive/android-ui-toolkit-demos
googlearchive,googlearchive/android-MultiWindowPlayground
googlearchive,googlearchive/android-DirectBoot
googlearchive,googlearchive/android-ScopedDirectoryAccess
googlearchive,googlearchive/two-token-sw
googlearchive,googlearchive/leanback-showcase
googlearchive,googlearchive/firebase-jobdispatcher-android
googlearchive,googlearchive/android-play-awareness
googlearchive,googlearchive/science-journal
googlearchive,googlearchive/apps-script-mobile-addons
googlearchive,googlearchive/tiger
googlearchive,googlearchive/android-AccelerometerPlay
googlearchive,googlearchive/play-apk-expansion
googlearchive,googlearchive/android-Notifications
googlearchive,googlearchive/android-AppShortcuts
googlearchive,googlearchive/android-CommitContentSampleIME
googlearchive,googlearchive/android-CommitContentSampleApp
googlearchive,googlearchive/android-DragAndDropAcrossApps
googlearchive,googlearchive/android-ShareActionProvider
googlearchive,googlearchive/android-ConstraintLayoutExamples
googlearchive,googlearchive/android-ContentProviderPaging
googlearchive,googlearchive/android-PictureInPicture
googlearchive,googlearchive/android-AutofillFramework
googlearchive,googlearchive/android-NotificationChannels
googlearchive,googlearchive/digits-migration-helper-android
googlearchive,googlearchive/android-instant-apps
googlearchive,googlearchive/android-EmojiCompat
googlearchive,googlearchive/android-DownloadableFonts
googlearchive,googlearchive/android-topeka
googlearchive,googlearchive/friendlypix-android
googlearchive,googlearchive/android-fido
googlearchive,googlearchive/android-SimpleMediaPlayer
googlearchive,googlearchive/account-transfer-api
googlearchive,googlearchive/leanback-assistant
googlearchive,googlearchive/leanback-homescreen-channels
googlearchive,googlearchive/chromeos-android-draganddrop-demo
googlearchive,googlearchive/cannonball-android
googlearchive,googlearchive/android-WifiRttScan
googlearchive,googlearchive/android-SharingShortcuts
googlearchive,googlearchive/android-DarkTheme
